DeltaTimeStamp,DeltaGPS_Speed,PositionIndex,TimeStamp,GPS_Speed,DeltaTimeDelta,GripUsageA,GripUsageB,DeltaGripUsage
-0.0316885131,0.0,30,0.811233677212,129.028436907,5.11820071337e-19,12.6806654288,12.6806654288,0.0
-0.0316885131,0.0,31,0.838965998698,129.114007802,5.11820071337e-19,12.7871210997,12.7871210997,0.0
-0.0316885131,0.0,32,0.866684228778,129.201311905,-3.84862129395e-16,12.9385546297,12.9385546297,0.0
-0.0316885131,0.0,33,0.894380840248,129.293407031,-3.84862129395e-16,13.1307717638,13.1307717638,0.0
-0.0316885131,0.0,34,0.92205023523,129.402803374,1.92394634545e-16,13.3560950631,13.3560950631,0.0
-0.0316885131,0.0,35,0.949695999227,129.525616973,1.92394634545e-16,13.6139722288,13.6139722288,0.0
-0.0316885131,0.0,36,0.977320786182,129.652631252,-1.8636489758e-16,13.9047719197,13.9047719197,0.0
-0.0316885131,0.0,37,1.0049063447,129.78372821,1.92068613339e-16,14.2191747223,14.2191747223,0.0
-0.0316885131,0.0,38,1.03244398946,129.918938616,3.81580433497e-16,14.5493714283,14.5493714283,0.0
-0.0316885131,0.0,39,1.05996018918,130.05320442,1.65000719032e-18,14.8969707048,14.8969707048,0.0
-0.0316885131,0.0,40,1.08746587211,130.188883261,-1.88748388519e-16,15.2586812137,15.2586812137,0.0
-0.0316885131,0.0,41,1.11494274462,130.339339142,-1.97905374273e-16,15.6225667338,15.6225667338,0.0
-0.0316885131,0.0,42,1.14237986805,130.504902862,-1.97905374273e-16,15.9831980474,15.9831980474,0.0
-0.0316885131,0.0,43,1.16977521713,130.674638458,3.94386463739e-16,16.3409271963,16.3409271963,0.0
-0.0316885131,0.0,44,1.19712998853,130.848297741,2.03504762795e-16,16.690184588,16.690184588,0.0
-0.0316885131,0.0,45,1.22444568459,131.030526872,-3.90217473262e-16,17.0230310338,17.0230310338,0.0
-0.0316885131,0.0,46,1.25171658945,131.218963832,1.94020670363e-16,17.3372399528,17.3372399528,0.0
-0.0316885131,0.0,47,1.27893707606,131.409426205,1.94020670363e-16,17.6321139985,17.6321139985,0.0
-0.0316885131,0.0,48,1.30611002217,131.599711215,2.37052474195e-18,17.9055238462,17.9055238462,0.0
-0.0316885131,0.0,49,1.3332438353,131.789291737,3.86337734312e-16,18.1558431119,18.1558431119,0.0
-0.0316885131,0.0,50,1.36035442532,131.980184923,-3.92816670188e-16,18.3831044521,18.3831044521,0.0
-0.0316885131,0.0,51,1.38744336963,132.170704554,-3.92816670188e-16,18.5872522219,18.5872522219,0.0
-0.0316885131,0.0,52,1.41449230314,132.354010581,2.9370320737e-18,18.7678374835,18.7678374835,0.0
-0.0316885131,0.0,53,1.44149924973,132.529490035,3.8831098154e-16,18.9245803193,18.9245803193,0.0
-0.0316885131,0.0,54,1.46847704893,132.7021271,7.85383287767e-16,19.0575200133,19.0575200133,0.0
-0.0316885131,0.0,55,1.49542318685,132.87244474,9.32206360558e-19,19.168215374,19.168215374,0.0
-0.0316885131,0.0,56,1.5223275337,133.038508751,9.32206360558e-19,19.2588160569,19.2588160569,0.0
-0.0316885131,0.0,57,1.54919446162,133.201152727,9.32206360558e-19,19.3292112533,19.3292112533,0.0
-0.0316885131,0.0,58,1.57603227472,133.362238844,9.32206360558e-19,19.3792786371,19.3792786371,0.0
-0.0316885131,0.0,59,1.60284011037,133.523069873,-3.98874294362e-16,19.4129404232,19.4129404232,0.0
-0.0316885131,0.0,60,1.62961619387,133.684103067,-3.98874294362e-16,19.4340497268,19.4340497268,0.0
-0.0316885131,0.0,61,1.65636339092,133.843795179,1.02638618192e-18,19.443032977,19.443032977,0.0
-0.0316885131,0.0,62,1.68308089869,134.002842254,1.19182282359e-15,19.4408051222,19.4408051222,0.0
-0.0316885131,0.0,63,1.70975887362,134.167088192,7.90657883973e-16,19.4304894886,19.4304894886,0.0
-0.0316885131,0.0,64,1.73638765747,134.339011343,-7.97988383136e-16,19.4143294406,19.4143294406,0.0
-0.0316885131,0.0,65,1.76295991691,134.515410204,-7.97988383136e-16,19.3929520712,19.3929520712,0.0
-0.0316885131,0.0,66,1.78948114232,134.692441772,-1.31966888913e-17,19.3671873828,19.3671873828,0.0
-0.0316885131,0.0,67,1.81596933949,134.866251553,-4.06202052394e-16,19.3381671023,19.3381671023,0.0
-0.0316885131,0.0,68,1.84243462539,135.035997251,4.09227843729e-16,19.3065089757,19.3065089757,0.0
-0.0316885131,0.0,69,1.86888130046,135.203273014,-4.03441836884e-16,19.2724543113,19.2724543113,0.0
-0.0316885131,0.0,70,1.8953200709,135.370993054,-4.03441836884e-16,19.2365091937,19.2365091937,0.0
-0.0316885131,0.0,71,1.92176051756,135.542289416,8.00767155612e-16,19.1993366727,19.1993366727,0.0
-0.0316885131,0.0,72,1.9481789045,135.71687601,8.00767155612e-16,19.1616068159,19.1616068159,0.0
-0.0316885131,0.0,73,1.9745360249,135.89282153,-4.06799037248e-16,19.1238449254,19.1238449254,0.0
-0.0316885131,0.0,74,2.00078545156,136.067176364,4.070438975e-16,19.0858528775,19.0858528775,0.0
-0.0316885131,0.0,75,2.02689328284,136.237505651,-8.05532421026e-16,19.0473694286,19.0473694286,0.0
-0.0316885131,0.0,76,2.05287948229,136.404395078,-4.07615464147e-16,19.0087147255,19.0087147255,0.0
-0.0316885131,0.0,77,2.07879232417,136.569664043,-4.07615464147e-16,18.9700599701,18.9700599701,0.0
-0.0316885131,0.0,78,2.10472601305,136.73669126,4.09903644217e-16,18.9307656677,18.9307656677,0.0
-0.0316885131,0.0,79,2.13074778517,136.907742896,-1.22710070635e-15,18.8901342025,18.8901342025,0.0
-0.0316885131,0.0,80,2.1568421593,137.081809542,-8.27294205623e-16,18.8476762596,18.8476762596,0.0
-0.0316885131,0.0,81,2.18297159869,137.256559114,8.13150335001e-16,18.8034086253,18.8034086253,0.0
-0.0316885131,0.0,82,2.20907975433,137.42810648,1.23434461641e-15,18.7582331776,18.7582331776,0.0
-0.0316885131,0.0,83,2.23512900274,137.595238474,-1.21007125502e-15,18.7125484137,18.7125484137,0.0
-0.0316885131,0.0,84,2.26111326128,137.760907674,-8.0890631541e-16,18.6658696073,18.6658696073,0.0
-0.0316885131,0.0,85,2.28704459321,137.925723665,-3.28471061517e-18,18.6181204009,18.6181204009,0.0
-0.0316885131,0.0,86,2.31295294158,138.087150768,8.21289804247e-16,18.5697925189,18.5697925189,0.0
-0.0316885131,0.0,87,2.33884719193,138.244771616,8.21289804247e-16,18.5211101494,18.5211101494,0.0
-0.0316885131,0.0,88,2.36471460593,138.400437418,-8.31365037297e-16,18.4720196677,18.4720196677,0.0
-0.0316885131,0.0,89,2.39055095172,138.555363048,7.54273109637e-18,18.4228684363,18.4228684363,0.0
-0.0316885131,0.0,90,2.41635970036,138.710116834,-7.77368392046e-18,18.374274485,18.374274485,0.0
-0.0316885131,0.0,91,2.44214186453,138.864838631,1.65012252379e-15,18.3258804615,18.3258804615,0.0
-0.0316885131,0.0,92,2.46789662642,139.019391024,1.07304339303e-17,18.276801535,18.276801535,0.0
-0.0316885131,0.0,93,2.49362386646,139.173745873,-1.65157801307e-15,18.2278864839,18.2278864839,0.0
-0.0316885131,0.0,94,2.51932389259,139.327940319,-7.58376478345e-18,18.1808334922,18.1808334922,0.0
-0.0316885131,0.0,95,2.54499690007,139.481980851,-8.21426699532e-16,18.1356614741,18.1356614741,0.0
-0.0316885131,0.0,96,2.57064298159,139.635858704,8.28634979594e-16,18.0916552918,18.0916552918,0.0
-0.0316885131,0.0,97,2.59626192524,139.78957166,8.28634979594e-16,18.0490605162,18.0490605162,0.0
-0.0316885131,0.0,98,2.62185360319,139.943121393,-6.83630797167e-18,18.0085364859,18.0085364859,0.0
-0.0316885131,0.0,99,2.6474192488,140.09651547,-8.24355416336e-16,17.9706576237,17.9706576237,0.0
-0.0316885131,0.0,100,2.67295965986,140.249758057,8.12648934226e-16,17.9357454041,17.9357454041,0.0
-0.0316885131,0.0,101,2.69847043084,140.402822596,1.65059475291e-15,17.902930014,17.902930014,0.0
-0.0316885131,0.0,102,2.72394669025,140.555679971,1.01502122833e-17,17.8711909307,17.8711909307,0.0
-0.0316885131,0.0,103,2.74938974839,140.708338478,-1.65056853824e-15,17.840711521,17.840711521,0.0
-0.0316885131,0.0,104,2.77480139078,140.860808943,-6.62187344271e-18,17.8118062616,17.8118062616,0.0
-0.0316885131,0.0,105,2.80017749605,141.013064963,-6.62187344271e-18,17.7838049746,17.7838049746,0.0
-0.0316885131,0.0,106,2.82551679383,141.165098498,8.35220413845e-16,17.7559378801,17.7559378801,0.0
-0.0316885131,0.0,107,2.85083539656,141.317012622,-8.31799157431e-16,17.7280812584,17.7280812584,0.0
-0.0316885131,0.0,108,2.87614698482,141.468890482,-1.67488501255e-15,17.7002530912,17.7002530912,0.0
-0.0316885131,0.0,109,2.90144100876,141.620644456,8.21536225784e-16,17.6724117363,17.6724117363,0.0
-0.0316885131,0.0,110,2.92670552028,141.772200716,1.17777421558e-17,17.6445578476,17.6445578476,0.0
-0.0316885131,0.0,111,2.95194236109,141.923662342,8.39763837786e-16,17.616880218,17.616880218,0.0
-0.0316885131,0.0,112,2.97715476704,142.075050784,-8.1813236992e-16,17.589381599,17.589381599,0.0
-0.0316885131,0.0,113,3.00234117257,142.226009733,-8.36261386166e-16,17.561347365,17.561347365,0.0
-0.0316885131,0.0,114,3.0275008645,142.376545514,8.26047060832e-16,17.5321360786,17.5321360786,0.0
-0.0316885131,0.0,115,3.05263860164,142.527990216,-6.13469685401e-18,17.5017597983,17.5017597983,0.0
-0.0316885131,0.0,116,3.07775863368,142.680277272,1.69598309563e-15,17.4703920109,17.4703920109,0.0
-0.0316885131,0.0,117,3.10286069235,142.828512736,9.54105497363e-18,17.4383172806,17.4383172806,0.0
-0.0316885131,0.0,118,3.12794367186,142.969008122,9.54105497362e-18,17.4056369046,17.4056369046,0.0
-0.0316885131,0.0,119,3.15300642064,143.104021927,-7.18827066076e-18,17.3718721655,17.3718721655,0.0
-0.0316885131,0.0,120,3.17804505018,143.236983033,-7.18827066076e-18,17.3368805694,17.3368805694,0.0
-0.0316885131,0.0,121,3.2030480298,143.371646253,8.45328721844e-16,17.3017499372,17.3017499372,0.0
-0.0316885131,0.0,122,3.22800917782,143.510235611,-8.46724710075e-16,17.267462712,17.267462712,0.0
-0.0316885131,0.0,123,3.25294092003,143.650551484,-8.46724710075e-16,17.2341113255,17.2341113255,0.0
-0.0316885131,0.0,124,3.27785253154,143.790840059,-8.6929721983e-16,17.2017349529,17.2017349529,0.0
-0.0316885131,0.0,125,3.30273533913,143.932760198,-3.14583253333e-18,17.1706562948,17.1706562948,0.0
-0.0316885131,0.0,126,3.32758333182,144.077991179,8.65395989796e-16,17.1411747218,17.1411747218,0.0
-0.0316885131,0.0,127,3.35240724676,144.226546887,-8.44583033651e-16,17.1133790813,17.1133790813,0.0
-0.0316885131,0.0,128,3.37722044519,144.376895884,8.63077588139e-16,17.0873250392,17.0873250392,0.0
-0.0316885131,0.0,129,3.40203514833,144.523770062,8.43696107819e-16,17.0630819846,17.0630819846,0.0
-0.0316885131,0.0,130,3.42685549851,144.663112786,-7.0288976336e-20,17.0407804444,17.0407804444,0.0
-0.0316885131,0.0,131,3.45166099262,144.796847195,-8.44649469865e-16,17.0207344506,17.0207344506,0.0
-0.0316885131,0.0,132,3.47642029098,144.928210631,1.73578178595e-17,17.0032383033,17.0032383033,0.0
-0.0316885131,0.0,133,3.50108232983,145.060919724,1.73578178595e-17,16.9884043357,16.9884043357,0.0
-0.0316885131,0.0,134,3.52560934911,145.197524197,-1.91093863733e-19,16.9764369224,16.9764369224,0.0
-0.0316885131,0.0,135,3.55002437117,145.336138668,-8.6721149788e-16,16.9679935688,16.9679935688,0.0
-0.0316885131,0.0,136,3.57437219725,145.474742372,1.73539613e-15,16.9634944783,16.9634944783,0.0
-0.0316885131,0.0,137,3.5987313844,145.614649083,-1.70268189885e-15,16.9620176397,16.9620176397,0.0
-0.0316885131,0.0,138,3.62317281389,145.757671834,1.78528920649e-17,16.9625906048,16.9625906048,0.0
-0.0316885131,0.0,139,3.64769212536,145.904071671,1.78528920649e-17,16.9655695573,16.9655695573,0.0
-0.0316885131,0.0,140,3.67226012201,146.052939437,2.84469157411e-19,16.9714042175,16.9714042175,0.0
-0.0316885131,0.0,141,3.69683241483,146.199558648,8.70767995579e-16,16.9789802053,16.9789802053,0.0
-0.0316885131,0.0,142,3.7213648121,146.338931552,1.82510030745e-17,16.9868517797,16.9868517797,0.0
-0.0316885131,0.0,143,3.74584398136,146.471840028,1.74502779287e-15,16.9946717747,16.9946717747,0.0
-0.0316885131,0.0,144,3.77027035197,146.601299614,2.61824752484e-15,17.0024210765,17.0024210765,0.0
-0.0316885131,0.0,145,3.79466090279,146.731115251,3.48044382316e-15,17.0095817859,17.0095817859,0.0
-0.0316885131,0.0,146,3.81903696126,146.864859774,-8.84429788095e-16,17.0154948199,17.0154948199,0.0
-0.0316885131,0.0,147,3.84340054377,147.00173841,-1.75297161042e-15,17.0200071671,17.0200071671,0.0
-0.0316885131,0.0,148,3.86774532599,147.139192102,-8.84834874265e-16,17.0231352282,17.0231352282,0.0
-0.0316885131,0.0,149,3.89207236532,147.277455845,2.28040752048e-18,17.0242422699,17.0242422699,0.0
-0.0316885131,0.0,150,3.91638583747,147.418197401,8.64747742965e-16,17.0224095974,17.0224095974,0.0
-0.0316885131,0.0,151,3.94067935318,147.561994776,-8.91873375921e-16,17.0175639103,17.0175639103,0.0
-0.0316885131,0.0,152,3.96494089668,147.708514495,8.66456634261e-16,17.010117998,17.010117998,0.0
-0.0316885131,0.0,153,3.98917356789,147.854428283,4.44934653711e-18,16.9997761807,16.9997761807,0.0
-0.0316885131,0.0,154,4.01339096067,147.994443637,4.44934653711e-18,16.9857232393,16.9857232393,0.0
-0.0316885131,0.0,155,4.0375935004,148.127533048,8.7019831792e-16,16.9673056203,16.9673056203,0.0
-0.0316885131,0.0,156,4.06177044715,148.256442392,1.73721872194e-15,16.9440343386,16.9440343386,0.0
-0.0316885131,0.0,157,4.0859236358,148.384404102,-2.63198681706e-15,16.9157443699,16.9157443699,0.0
-0.0316885131,0.0,158,4.11006789405,148.514960927,-8.96026580691e-16,16.8825959746,16.8825959746,0.0
-0.0316885131,0.0,159,4.13420386731,148.649450243,4.11099457613e-18,16.8446021196,16.8446021196,0.0
-0.0316885131,0.0,160,4.15831401896,148.786439283,4.11099457613e-18,16.8015805349,16.8015805349,0.0
-0.0316885131,0.0,161,4.18239104388,148.923824905,4.41794931012e-15,16.7537048349,16.7537048349,0.0
-0.0316885131,0.0,162,4.20644466875,149.058769186,1.77391991033e-15,16.7016971626,16.7016971626,0.0
-0.0316885131,0.0,163,4.23047930747,149.189747398,-7.77036185447e-19,16.6458021324,16.6458021324,0.0
-0.0316885131,0.0,164,4.25448696797,149.317778526,-8.73446212746e-16,16.5852994776,16.5852994776,0.0
-0.0316885131,0.0,165,4.27846381806,149.444626361,-1.74666594471e-15,16.5199538815,16.5199538815,0.0
-0.0316885131,0.0,166,4.30241876032,149.57314144,-1.74666594471e-15,16.450894037,16.450894037,0.0
-0.0316885131,0.0,167,4.32635981119,149.705386512,-2.74409307663e-17,16.3790337699,16.3790337699,0.0
-0.0316885131,0.0,168,4.35028703931,149.840635933,1.75323778073e-15,16.3040801961,16.3040801961,0.0
-0.0316885131,0.0,169,4.37419844681,149.977290328,-2.85517253103e-17,16.2257417613,16.2257417613,0.0
-0.0316885131,0.0,170,4.39808971472,150.112362134,2.14470073073e-18,16.144590279,16.144590279,0.0
-0.0316885131,0.0,171,4.42195731275,150.243304539,2.14470073073e-18,16.0612335859,16.0612335859,0.0
-0.0316885131,0.0,172,4.44580457325,150.371517789,-2.75110242931e-17,15.9754031781,15.9754031781,0.0
-0.0316885131,0.0,173,4.46963636636,150.49922398,2.06566235366e-18,15.8866721324,15.8866721324,0.0
-0.0316885131,0.0,174,4.49345318079,150.625696804,1.79154817116e-15,15.7954328042,15.7954328042,0.0
-0.0316885131,0.0,175,4.51725376263,150.74918483,4.93260946672e-19,15.7023879867,15.7023879867,0.0
-0.0316885131,0.0,176,4.54103773309,150.869922528,4.93260946672e-19,15.6079310343,15.6079310343,0.0
-0.0316885131,0.0,177,4.56480523901,150.989207048,4.93260946672e-19,15.5122888073,15.5122888073,0.0
-0.0316885131,0.0,178,4.5885569749,151.107875269,1.76709117206e-15,15.4157513057,15.4157513057,0.0
-0.0316885131,0.0,179,4.6122939036,151.226409472,-3.02810837176e-17,15.3186562092,15.3186562092,0.0
-0.0316885131,0.0,180,4.63601435426,151.345013077,-1.79906907607e-15,15.2213557597,15.2213557597,0.0
-0.0316885131,0.0,181,4.65971419733,151.46362806,-6.80730556013e-19,15.1242129934,15.1242129934,0.0
-0.0316885131,0.0,182,4.68339149607,151.582088453,-1.74727398522e-15,15.0275145727,15.0275145727,0.0
-0.0316885131,0.0,183,4.70704721062,151.700111598,1.82367139468e-15,14.9314498036,14.9314498036,0.0
-0.0316885131,0.0,184,4.73068209403,151.817944779,2.9850844908e-19,14.8361963505,14.8361963505,0.0
-0.0316885131,0.0,185,4.75429622792,151.93674596,2.9850844908e-19,14.7419229161,14.7419229161,0.0
-0.0316885131,0.0,186,4.77788938663,152.056147387,2.9850844908e-19,14.6488594824,14.6488594824,0.0
-0.0316885131,0.0,187,4.80146077696,152.171990767,2.9850844908e-19,14.5573819518,14.5573819518,0.0
-0.0316885131,0.0,188,4.82501045829,152.281007449,1.77979571847e-15,14.4678299164,14.4678299164,0.0
-0.0316885131,0.0,189,4.84854159399,152.384691037,-1.8306403841e-15,14.3803527843,14.3803527843,0.0
-0.0316885131,0.0,190,4.87205957388,152.485692119,-4.88508780597e-17,14.2950841465,14.2950841465,0.0
-0.0316885131,0.0,191,4.89557741449,152.587475298,-1.13001190575e-17,14.212271545,14.212271545,0.0
-0.0316885131,0.0,192,4.91910719173,152.693173747,-1.13001190575e-17,14.1322141769,14.1322141769,0.0
-0.0316885131,0.0,193,4.94263797067,152.801821408,1.77497672485e-15,14.0553347816,14.0553347816,0.0
-0.0316885131,0.0,194,4.966147359,152.910918152,-1.29299719768e-17,13.9820855031,13.9820855031,0.0
-0.0316885131,0.0,195,4.98959686793,153.020575332,-1.80241248078e-15,13.9126579406,13.9126579406,0.0
-0.0316885131,0.0,196,5.01294043682,153.132447967,-1.13575705698e-17,13.8470941551,13.8470941551,0.0
-0.0316885131,0.0,197,5.03617213373,153.247202475,-1.13575705698e-17,13.7856098485,13.7856098485,0.0
-0.0316885131,0.0,198,5.0593213631,153.364577639,-1.13575705698e-17,13.7285655205,13.7285655205,0.0
-0.0316885131,0.0,199,5.0824360179,153.48231903,-1.13575705698e-17,13.6760367424,13.6760367424,0.0
-0.0316885131,0.0,200,5.10558613748,153.595660698,1.78601468521e-15,13.6277267193,13.6277267193,0.0
-0.0316885131,0.0,201,5.12881733642,153.702324171,1.78601468521e-15,13.5834929597,13.5834929597,0.0
-0.0316885131,0.0,202,5.15212366139,153.805315362,1.81559433223e-15,13.5435492874,13.5435492874,0.0
-0.0316885131,0.0,203,5.17548483108,153.907183102,1.81183074529e-17,13.5081272378,13.5081272378,0.0
-0.0316885131,0.0,204,5.19885547505,154.007173015,-1.77928119907e-15,13.4773836893,13.4773836893,0.0
-0.0316885131,0.0,205,5.2221925778,154.104146919,1.81878863367e-15,13.4514592497,13.4514592497,0.0
-0.0316885131,0.0,206,5.24548613237,154.19809689,1.81878863367e-15,13.430484869,13.430484869,0.0
-0.0316885131,0.0,207,5.26873660565,154.289733722,-1.12282476103e-17,13.4145136908,13.4145136908,0.0
-0.0316885131,0.0,208,5.29195112516,154.382606759,-1.12282476103e-17,13.4030550364,13.4030550364,0.0
-0.0316885131,0.0,209,5.31513942031,154.481174486,-1.84291878193e-15,13.3954244337,13.3954244337,0.0
-0.0316885131,0.0,210,5.33830716235,154.585723099,1.81937079829e-15,13.3914970546,13.3914970546,0.0
-0.0316885131,0.0,211,5.36145736846,154.693737847,1.81937079829e-15,13.3914986531,13.3914986531,0.0
-0.0316885131,0.0,212,5.3845946502,154.802520547,-1.20723391839e-18,13.3950831291,13.3950831291,0.0
-0.0316885131,0.0,213,5.40772524138,154.909262654,1.8389152643e-15,13.4013276134,13.4013276134,0.0
-0.0316885131,0.0,214,5.43085284017,155.01255315,1.8389152643e-15,13.4098544866,13.4098544866,0.0
-0.0316885131,0.0,215,5.45397710436,155.11315397,3.68310096954e-15,13.4211689778,13.4211689778,0.0
-0.0316885131,0.0,216,5.47709657847,155.212455735,1.83879315185e-15,13.435489401,13.435489401,0.0
-0.0316885131,0.0,217,5.50020795569,155.312917067,-4.67289155969e-18,13.4521581617,13.4521581617,0.0
-0.0316885131,0.0,218,5.52330849941,155.416568545,-4.67289155969e-18,13.4705525514,13.4705525514,0.0
-0.0316885131,0.0,219,5.54639875929,155.523159108,-4.67289155969e-18,13.4906901253,13.4906901253,0.0
-0.0316885131,0.0,220,5.56947841416,155.631661872,-1.84754242064e-15,13.5126741505,13.5126741505,0.0
-0.0316885131,0.0,221,5.59253640257,155.739631613,-1.96536386823e-18,13.5361572617,13.5361572617,0.0
-0.0316885131,0.0,222,5.6155585185,155.844319967,-1.96536386823e-18,13.5606453565,13.5606453565,0.0
-0.0316885131,0.0,223,5.63854297225,155.945878553,-1.8299333564e-15,13.5859989401,13.5859989401,0.0
-0.0316885131,0.0,224,5.66149604379,156.04621422,1.87589261614e-15,13.6122795901,13.6122795901,0.0
-0.0316885131,0.0,225,5.68442985698,156.145648748,2.24623943791e-17,13.6390408209,13.6390408209,0.0
-0.0316885131,0.0,226,5.70736215172,156.242903807,1.87646285406e-15,13.6653337472,13.6653337472,0.0
-0.0316885131,0.0,227,5.73030491794,156.337233636,2.08591221321e-17,13.6907003621,13.6907003621,0.0
-0.0316885131,0.0,228,5.75326052623,156.428859358,1.85087600341e-15,13.7155038398,13.7155038398,0.0
-0.0316885131,0.0,229,5.77622415698,156.519188852,-7.54588860629e-18,13.7398827859,13.7398827859,0.0
-0.0316885131,0.0,230,5.79917434949,156.612523524,1.82414464571e-15,13.763190685,13.763190685,0.0
-0.0316885131,0.0,231,5.82209087324,156.712391631,-8.38754343421e-18,13.7848070263,13.7848070263,0.0
-0.0316885131,0.0,232,5.84497102938,156.816780746,-8.38754343421e-18,13.8047956687,13.8047956687,0.0
-0.0316885131,0.0,233,5.86781808737,156.92252137,-1.87069557245e-15,13.8233289595,13.8233289595,0.0
-0.0316885131,0.0,234,5.89064388155,157.029486011,-1.84735768068e-15,13.8399320445,13.8399320445,0.0
-0.0316885131,0.0,235,5.91346330575,157.138930168,-1.84735768068e-15,13.8538532702,13.8538532702,0.0
-0.0316885131,0.0,236,5.93627571135,157.251202967,-1.82592778955e-15,13.8648053232,13.8648053232,0.0
-0.0316885131,0.0,237,5.95906840665,157.365887927,1.83800281377e-17,13.8728610191,13.8728610191,0.0
-0.0316885131,0.0,238,5.98183857449,157.480878909,-6.43553103375e-18,13.8777767457,13.8777767457,0.0
-0.0316885131,0.0,239,6.00459670635,157.591898405,-6.43553103375e-18,13.8788833932,13.8788833932,0.0
-0.0316885131,0.0,240,6.02734912918,157.696462677,-6.43553103375e-18,13.8756571344,13.8756571344,0.0
-0.0316885131,0.0,241,6.05009093759,157.796393676,1.83643399805e-15,13.8679601928,13.8679601928,0.0
-0.0316885131,0.0,242,6.07281705503,157.894142895,-9.14305872522e-18,13.8557135762,13.8557135762,0.0
-0.0316885131,0.0,243,6.09552769678,157.992362145,-9.14305872522e-18,13.8388654964,13.8388654964,0.0
-0.0316885131,0.0,244,6.11822429429,158.093448741,-9.14305872522e-18,13.8173536681,13.8173536681,0.0
-0.0316885131,0.0,245,6.14090761331,158.197574927,-1.83726139925e-15,13.7909897791,13.7909897791,0.0
-0.0316885131,0.0,246,6.16357799115,158.303853574,-1.86270214392e-15,13.7595367353,13.7595367353,0.0
-0.0316885131,0.0,247,6.18623377309,158.410334787,-1.83668600048e-15,13.7228658082,13.7228658082,0.0
-0.0316885131,0.0,248,6.20887180068,158.514298649,1.90006892961e-15,13.6809319816,13.6809319816,0.0
-0.0316885131,0.0,249,6.23149020931,158.614912174,1.77875522011e-17,13.6336873801,13.6336873801,0.0
-0.0316885131,0.0,250,6.25408890698,158.713870605,1.87620944422e-15,13.5810783924,13.5810783924,0.0
