TimeStamp (sec),Distance (m),GPS_Speed (kmh),PosLat (deg),PosLon (deg),AccelForward (g),AccelLateral (g),AccelCombi (g),YawRate (deg/s),GPS_Height (m),GPS_NumSat (NA),RPM (NA),Pedal_throttle (percent),Pedal_brake (percent),Steer_angle (deg),Gear (NA),CoolantT (c),OilT (c),Fuel (percent),IntakeBoost (bar),IntakeTemp (c),AFR (NA)
33.8,3173,124.307702,34.74034617,126.4158217,0.218634,-0.200858,,,0,7,6841,100,0,0,3,85,105,,,,
33.9,3184,125.1076937,34.74033868,126.4157846,0.221808,-0.211043,,,0,7,6875,100,0,0,3,85,105,,,,
34,3196,125.9066908,34.74033099,126.4157474,0.223707,-0.219965,,,0,7,6914,100,0,0,3,85,105,,,,
34.1,3207,126.6076951,34.74032308,126.41571,0.224319,-0.228888,,,0,7,6957,100,0,0,3,86,105,,,,
34.2,3219,127.4076996,34.74031493,126.4156724,0.222349,-0.237798,,,0,7,6964,100,0,0,3,86,105,,,,
34.3,3230,128.2076913,34.74030649,126.4156347,0.21465,-0.245452,,,0,7,7041,100,0,0,3,86,105,,,,
34.4,3242,129.0066771,34.74029781,126.4155969,0.201859,-0.253737,,,0,7,7077,100,0,0,3,86,105,,,,
34.5,3254,129.7076815,34.74028888,126.4155589,0.18462,-0.262029,,,0,7,7093,100,0,0,3,86,105,,,,
34.6,3266,130.5046781,34.7402797,126.4155209,0.164213,-0.270964,,,0,7,7118,100,0,0,3,86,105,,,,
34.7,3278,131.0036798,34.74027024,126.4154829,0.142576,-0.281167,,,0,7,7218,100,0,0,3,86,105,,,,
34.8,3290,131.4036941,34.74026046,126.4154449,0.124157,-0.292002,,,0,7,7259,100,0,0,2,86,105,,,,
34.9,3302,131.8026768,34.7402504,126.4154068,0.112124,-0.302843,,,0,7,7240,46,0,0,1,86,105,,,,
35,3314,132.1016777,34.74024006,126.4153687,0.107746,-0.314308,,,0,7,7337,0,0,0,0,86,105,,,,
35.1,3326,132.304675,34.74022943,126.4153307,0.111653,-0.325149,,,0,7,7157,1,0,0,0,86,105,,,,
35.2,3338,132.8036767,34.74021846,126.4152926,0.123819,-0.336589,,,0,7,6979,100,0,0,0,86,105,,,,
35.3,3350,133.2046614,34.74020708,126.4152544,0.141671,-0.344836,,,0,7,6293,100,0,0,0,86,105,,,,
35.4,3362,133.7066709,34.74019536,126.4152162,0.160121,-0.349259,,,0,7,5658,100,0,0,0,86,105,,,,
35.5,3375,134.4076881,34.74018329,126.4151779,0.175379,-0.349833,,,0,7,5804,100,0,0,0,86,105,,,,
35.6,3387,135.2066611,34.7401709,126.4151396,0.186787,-0.344033,,,0,7,5842,100,0,0,0,86,105,,,,
35.7,3399,135.9056763,34.74015815,126.4151012,0.191847,-0.331835,,,0,7,5855,100,0,0,0,86,105,,,,
35.8,3412,136.5066618,34.74014503,126.4150626,0.193096,-0.310746,,,0,7,5889,100,0,0,0,86,105,,,,
35.9,3424,137.2056641,34.74013165,126.415024,0.191822,-0.283946,,,0,7,5900,100,0,0,2,86,105,,,,
36,3437,137.8066625,34.74011804,126.4149854,0.190541,-0.253979,,,0,7,5939,100,0,0,4,86,105,,,,
36.1,3449,138.5066594,34.74010422,126.4149466,0.188635,-0.222757,,,0,7,5957,100,0,0,4,86,105,,,,
36.2,3462,139.2056634,34.74009021,126.4149078,0.187379,-0.192229,,,0,7,5980,100,0,0,4,86,105,,,,
36.3,3475,139.8066601,34.740076,126.4148688,0.188029,-0.168068,,,0,7,6010,100,0,0,4,86,105,,,,
36.4,3488,140.5066586,34.74006165,126.4148297,0.189948,-0.14963,,,0,7,6055,100,0,0,4,86,105,,,,
36.5,3501,141.2056497,34.74004716,126.4147905,0.192503,-0.135654,,,0,7,6060,100,0,0,4,86,105,,,,
36.6,3513,141.8066594,34.74003252,126.4147512,0.19569,-0.126088,,,0,7,6111,100,0,0,4,86,105,,,,
36.7,3526,142.506645,34.74001773,126.4147118,0.198858,-0.115814,,,0,7,6125,100,0,0,4,86,105,,,,
36.8,3539,143.2066419,34.74000276,126.4146723,0.2001,-0.097854,,,0,7,6168,100,0,0,4,86,105,,,,
36.9,3553,143.9066517,34.73998767,126.4146325,0.198137,-0.068391,,,0,7,6246,100,0,0,4,86,105,,,,
37,3566,144.6076561,34.73997251,126.4145926,0.191057,-0.02425,,,0,7,6173,100,0,0,4,86,105,,,,
37.1,3579,145.4046527,34.73995732,126.4145525,0.176946,0.036487,,,0,7,6267,100,0,0,4,86,105,,,,
37.2,3592,145.906651,34.73994218,126.4145121,0.153882,0.11635,,,0,7,6265,72,0,3,4,86,105,,,,
37.3,3606,146.6026454,34.73992724,126.4144714,0.118746,0.21588,,,0,7,6299,35,0,8,4,86,105,,,,
37.4,3619,146.9016463,34.73991263,126.4144305,0.075351,0.326188,,,0,7,6272,19,0,23,4,86,105,,,,
37.5,3632,147.1016471,34.73989844,126.4143894,0.026251,0.441531,,,0,7,6250,0,0,23,4,86,105,,,,
37.6,3646,147.2976454,34.73988474,126.4143481,-0.025365,0.555522,,,0,7,6148,0,0,27,4,86,105,,,,
37.7,3659,147.094648,34.7398717,126.4143066,-0.076256,0.660445,,,0,7,6173,0,0,30,4,86,105,,,,
37.8,3673,146.5946519,34.73985952,126.414265,-0.117567,0.741818,,,0,7,6168,0,0,30,4,86,104,,,,
37.9,3686,146.0936482,34.73984807,126.4142232,-0.147413,0.802823,,,0,7,6142,0,0,29,4,86,103,,,,
38,3699,145.4916311,34.73983735,126.4141815,-0.16643,0.846027,,,0,7,6136,0,0,27,4,86,103,,,,
38.1,3712,144.6946473,34.73982737,126.4141396,-0.175276,0.875898,,,0,7,6080,0,0,24,4,86,103,,,,
38.2,3726,144.1936324,34.73981818,126.4140977,-0.176506,0.897561,,,0,7,6049,0,0,25,4,86,103,,,,
38.3,3739,143.5926598,34.73980995,126.4140557,-0.17332,0.918624,,,0,7,6064,0,0,34,4,86,103,,,,
38.4,3752,142.8946633,34.73980249,126.4140136,-0.170152,0.942887,,,0,7,6036,0,0,48,4,86,103,,,,
38.5,3765,142.3936597,34.73979584,126.4139716,-0.168916,0.971618,,,0,7,6018,0,0,49,4,86,103,,,,
38.6,3778,141.7936559,34.73979003,126.4139295,-0.17151,1.00544,,,0,7,5999,0,0,48,4,86,103,,,,
38.7,3790,141.1946483,34.73978516,126.4138874,-0.178578,1.043686,,,0,7,5951,0,0,48,4,86,103,,,,
38.8,3803,140.6936446,34.73978146,126.4138453,-0.191337,1.082518,,,0,7,5910,0,0,48,4,86,103,,,,
38.9,3816,140.0916517,34.73977871,126.4138034,-0.20532,1.116806,,,0,7,5929,0,0,50,4,86,103,,,,
39,3829,139.2926675,34.7397769,126.4137616,-0.21544,1.13829,,,0,7,5854,0,0,55,4,86,103,,,,
39.1,3841,138.592669,34.73977602,126.41372,-0.217843,1.141196,,,0,7,5817,0,0,59,4,86,103,,,,
39.2,3854,137.8886696,34.73977611,126.4136786,-0.205568,1.116048,,,0,7,5795,0,0,57,4,86,103,,,,
39.3,3866,136.7936666,34.73977722,126.4136374,-0.176812,1.061729,,,0,7,5782,0,0,55,4,86,103,,,,
39.4,3879,136.1946703,34.73977907,126.4135964,-0.140453,0.992847,,,0,7,5732,0,0,57,4,86,103,,,,
39.5,3891,135.6946612,34.73978164,126.4135556,-0.100965,0.919,,,0,7,5695,4,0,61,4,86,103,,,,
39.6,3904,135.1976616,34.73978491,126.413515,-0.064121,0.853656,,,0,7,5662,15,0,62,4,86,103,,,,
39.7,3916,135.0026692,34.73978886,126.4134746,-0.039425,0.818393,,,0,7,5704,27,0,61,4,86,103,,,,
39.8,3928,135.2986751,34.73979403,126.4134346,-0.030572,0.825588,,,0,7,5772,30,0,60,4,86,103,,,,
39.9,3940,135.1994174,34.7398001,126.4133949,-0.028724,0.851176,,,0,7,5847,34,0,59,4,86,103,,,,
40,3953,135.1744179,34.73980708,126.4133554,-0.033192,0.886229,,,0,7,5841,42,0,57,4,86,103,,,,
40.1,3965,135.1494201,34.73981522,126.4133163,-0.038124,0.921059,,,0,7,5848,52,0,56,4,85,103,,,,
40.2,3977,135.1244334,34.73982522,126.4132778,-0.026659,0.933812,,,0,7,5834,57,0,55,4,85,103,,,,
40.3,3990,135.0998524,34.73983522,126.4132393,-0.015825,0.947195,,,0,7,5824,60,0,53,4,85,103,,,,
40.4,4002,135.1165139,34.73984522,126.4132009,-0.004971,0.960535,,,0,7,5816,65,0,51,4,85,103,,,,
40.5,4014,135.1331754,34.73985674,126.4131629,0.007801,0.969419,,,0,7,5859,65,0,50,4,85,103,,,,
40.6,4027,135.1498369,34.7398701,126.4131255,0.023097,0.974517,,,0,7,5888,65,0,49,4,85,103,,,,
40.7,4039,135.1665113,34.73988347,126.4130881,0.038392,0.979616,,,0,7,5872,65,0,48,4,85,103,,,,
40.8,4051,135.1831727,34.73989684,126.4130508,0.053631,0.984523,,,0,7,5887,66,0,47,4,85,103,,,,
40.9,4064,135.2026586,34.7399117,126.4130139,0.063172,0.970343,,,0,7,5890,66,0,35,4,85,103,,,,
41,4076,135.5016708,34.73992754,126.4129774,0.070839,0.940229,,,0,7,5900,67,0,33,4,85,103,,,,
41.1,4088,135.7036623,34.73994398,126.4129411,0.080405,0.894145,,,0,7,5923,67,0,31,4,85,103,,,,
41.2,4101,136.1016746,34.73996121,126.412905,0.090615,0.827965,,,0,7,5925,69,0,27,4,85,103,,,,
41.3,4113,136.3036645,34.73997923,126.4128693,0.10208,0.708454,,,0,7,5949,69,0,23,4,85,103,,,,
41.4,4126,136.7036675,34.7399971,126.4128335,0.112902,0.555981,,,0,7,5951,69,0,22,4,85,103,,,,
41.5,4138,137.103669,34.74001487,126.4127975,0.122443,0.388359,,,0,7,5973,72,0,6,4,85,103,,,,
41.6,4151,137.5046537,34.74003256,126.4127612,0.130059,0.220176,,,0,7,5979,72,0,0,4,85,103,,,,
41.7,4163,138.0046628,34.74005001,126.4127247,0.134475,0.059054,,,0,7,5999,70,0,0,4,85,103,,,,
41.8,4176,138.504659,34.74006708,126.4126878,0.134443,-0.089952,,,0,7,6038,66,0,-14,4,85,103,,,,
41.9,4189,139.0046552,34.7400838,126.4126505,0.131212,-0.226224,,,0,7,6077,63,0,-21,4,85,103,,,,
42,4201,139.5046514,34.7401001,126.4126128,0.123532,-0.351012,,,0,7,6081,62,0,-26,4,85,103,,,,
42.1,4214,140.003653,34.74011592,126.4125747,0.112666,-0.463059,,,0,7,6119,61,0,-26,4,85,103,,,,
42.2,4227,140.4026615,34.74013114,126.4125361,0.098619,-0.562979,,,0,7,6157,60,0,-26,4,85,103,,,,
42.3,4240,140.7026441,34.74014557,126.412497,0.082049,-0.648947,,,0,7,6193,60,0,-26,4,85,103,,,,
42.4,4252,141.0006504,34.74015928,126.4124574,0.065504,-0.727905,,,0,7,6197,60,0,-26,4,85,103,,,,
42.5,4265,141.1016638,34.74017221,126.4124174,0.051515,-0.799865,,,0,7,6236,58,0,-26,4,85,103,,,,
42.6,4278,141.3006458,34.74018434,126.412377,0.040719,-0.866083,,,0,7,6236,57,0,-26,4,85,103,,,,
42.7,4291,141.4006535,34.74019554,126.412336,0.033759,-0.925877,,,0,7,6257,57,0,-40,4,85,103,,,,
42.8,4304,141.501654,34.74020562,126.4122945,0.031873,-0.974205,,,0,7,6261,56,0,-43,4,85,103,,,,
42.9,4317,141.7006489,34.74021482,126.4122526,0.032516,-1.011705,,,0,7,6293,56,0,-43,4,85,103,,,,
43,4330,141.8006549,34.74022316,126.4122103,0.033804,-1.039021,,,0,7,6286,56,0,-43,4,85,103,,,,
43.1,4343,141.9006496,34.74023066,126.4121677,0.036359,-1.057426,,,0,7,6316,56,0,-44,4,85,103,,,,
43.2,4356,142.0016502,34.74023727,126.4121247,0.039552,-1.068172,,,0,7,6324,55,0,-42,4,85,102,,,,
43.3,4369,142.2016509,34.74024286,126.4120813,0.043389,-1.070052,,,0,7,6354,54,0,-42,4,85,102,,,,
43.4,4382,142.4006587,34.74024767,126.4120378,0.048507,-1.068752,,,0,7,6343,54,0,-43,4,85,102,,,,
43.5,4395,142.5006406,34.74025172,126.411994,0.055543,-1.064928,,,0,7,6360,53,0,-38,4,85,102,,,,
43.6,4408,142.6026486,34.74025499,126.4119499,0.065135,-1.06111,,,0,7,6397,53,0,-25,4,85,102,,,,
43.7,4421,142.9036627,34.74025742,126.4119057,0.077875,-1.057911,,,0,7,6380,54,0,-26,4,85,102,,,,
43.8,4434,143.3026455,34.74025885,126.4118612,0.089971,-1.05343,,,0,7,6379,54,0,-26,4,85,102,,,,
43.9,4447,143.6036613,34.74025949,126.4118166,0.100761,-1.047057,,,0,7,6405,55,0,-26,4,85,102,,,,
44,4460,144.0036499,34.74025934,126.4117719,0.107096,-1.040697,,,0,7,6416,56,0,-26,4,85,102,,,,
44.1,4473,144.4036529,34.74025838,126.4117271,0.109581,-1.035617,,,0,7,6445,57,0,-41,4,85,102,,,,
44.2,4486,144.8036544,34.74025656,126.4116822,0.105713,-1.032444,,,0,7,6447,56,0,-41,4,85,102,,,,
44.3,4499,145.2026371,34.74025371,126.4116373,0.097402,-1.030538,,,0,7,6456,56,0,-41,4,85,102,,,,
44.4,4513,145.5026326,34.74025006,126.4115924,0.086587,-1.029282,,,0,7,6479,56,0,-40,4,85,102,,,,
44.5,4526,145.8016463,34.74024559,126.4115476,0.077683,-1.029932,,,0,7,6472,56,0,-40,4,84,102,,,,
44.6,4539,146.0026416,34.7402403,126.4115029,0.070724,-1.031838,,,0,7,6510,56,0,-44,4,83,102,,,,
44.7,4553,146.3016425,34.74023413,126.4114583,0.068856,-1.033062,,,0,7,6532,56,0,-39,4,83,102,,,,
44.8,4566,146.5016433,34.74022693,126.4114139,0.071425,-1.029206,,,0,7,6513,60,0,-26,4,83,102,,,,
44.9,4579,146.7026273,34.74021893,126.4113696,0.075912,-1.022157,,,0,7,6523,67,0,-26,4,83,102,,,,
45,4593,147.0026356,34.74021013,126.4113255,0.082935,-1.01131,,,0,7,6512,72,0,-26,4,83,102,,,,
45.1,4606,147.3026424,34.74020055,126.4112815,0.091233,-0.999201,,,0,7,6534,75,0,-39,4,83,102,,,,
45.2,4620,147.6036453,34.74019015,126.4112377,0.100786,-0.987091,,,0,7,6547,73,0,-43,4,83,102,,,,
45.3,4633,148.00463,34.74017878,126.4111941,0.109696,-0.974989,,,0,7,6569,73,0,-39,4,83,102,,,,
45.4,4647,148.5036429,34.74016665,126.4111507,0.117338,-0.963504,,,0,7,6592,73,0,-25,4,83,102,,,,
45.5,4660,148.903646,34.74015378,126.4111075,0.124342,-0.950739,,,0,7,6594,73,0,-26,4,83,102,,,,
45.6,4674,149.3036362,34.74014017,126.4110645,0.13069,-0.936042,,,0,7,6624,73,0,-26,4,83,102,,,,
45.7,4687,149.7056396,34.74012578,126.4110217,0.134475,-0.917515,,,0,7,6617,73,0,-26,4,83,102,,,,
45.8,4701,150.304636,34.74011051,126.4109792,0.134443,-0.894559,,,0,7,6611,73,0,-26,4,83,102,,,,
45.9,4715,150.8046322,34.74009457,126.410937,0.131244,-0.870359,,,0,7,6623,75,0,-26,4,83,102,,,,
46,4729,151.3036338,34.74007799,126.4108951,0.126776,-0.848085,,,0,7,6639,77,0,-25,4,83,102,,,,
46.1,4743,151.703624,34.74006077,126.4108534,0.121703,-0.829023,,,0,7,6639,79,0,-25,4,83,102,,,,
46.2,4756,152.1026309,34.74004291,126.410812,0.119199,-0.815684,,,0,7,6649,81,0,-25,4,83,102,,,,
46.3,4770,152.4046284,34.74002428,126.4107709,0.121162,-0.806729,,,0,7,6664,80,0,-25,4,83,102,,,,
46.4,4784,152.90363,34.74000506,126.4107301,0.128217,-0.794518,,,0,7,6723,76,0,-25,4,83,102,,,,
46.5,4798,153.304626,34.73998526,126.4106896,0.139714,-0.772059,,,0,7,6743,72,0,-26,4,83,102,,,,
46.6,4812,153.8056296,34.73996491,126.4106493,0.153748,-0.734227,,,0,7,6725,72,0,-24,4,83,102,,,,
46.7,4826,154.4056334,34.739944,126.4106093,0.169024,-0.67344,,,0,7,6763,72,0,-18,4,83,102,,,,
46.8,4840,155.0066189,34.73992252,126.4105694,0.182364,-0.588567,,,0,7,6793,75,0,-15,4,83,102,,,,
46.9,4855,155.7056213,34.73990068,126.4105297,0.191242,-0.492918,,,0,7,6786,77,0,-11,4,83,102,,,,
47,4869,156.3066196,34.73987855,126.4104901,0.195639,-0.392234,,,0,7,6757,82,0,0,4,83,102,,,,
47.1,4883,157.0066166,34.73985619,126.4104504,0.193638,-0.292894,,,0,7,6834,100,0,0,4,83,102,,,,
47.2,4898,157.7056076,34.73983366,126.4104107,0.182657,-0.201955,,,0,7,6798,100,0,0,4,83,102,,,,
47.3,4912,158.3046169,34.73981102,126.4103708,0.157017,-0.130772,,,0,7,6833,100,0,0,4,83,102,,,,
47.4,4926,158.804613,34.73978834,126.4103309,0.116688,-0.079359,,,0,7,6833,100,0,0,4,83,102,,,,
47.5,4941,159.3036147,34.73976566,126.410291,0.0585,-0.048978,,,0,7,6874,100,0,0,4,83,102,,,,
47.6,4956,159.6956,34.73974301,126.4102511,-0.018833,-0.039609,,,0,7,6876,100,0,0,4,83,102,,,,
47.7,4970,159.2956098,34.73972044,126.4102113,-0.117796,-0.049316,,,0,7,6920,0,0,0,4,83,102,,,,
47.8,4984,158.889628,34.73969802,126.4101719,-0.234496,-0.073579,,,0,7,6748,0,0,0,4,83,102,,,,
47.9,4999,157.8836183,34.73967577,126.4101329,-0.358156,-0.10229,,,0,7,6648,0,82,0,4,83,102,,,,
48,5013,156.2796197,34.73965372,126.4100945,-0.483658,-0.134163,,,0,7,6558,0,100,0,4,83,102,,,,
48.1,5027,154.2776201,34.7396319,126.4100567,-0.603984,-0.166666,,,0,7,6377,0,100,0,4,83,102,,,,
48.2,5041,152.0696394,34.73961036,126.4100198,-0.711443,-0.199201,,,0,7,6422,6,100,0,3,83,102,,,,
48.3,5055,149.0696478,34.73958914,126.4099838,-0.794059,-0.234955,,,0,7,6385,51,100,0,1,83,102,,,,
48.4,5068,146.0686503,34.73956816,126.4099488,-0.853088,-0.277114,,,0,7,6559,46,100,0,0,83,102,,,,
48.5,5081,142.9666507,34.7395474,126.4099148,-0.887886,-0.328858,,,0,7,6915,0,100,0,0,83,102,,,,
48.6,5094,139.6696602,34.73952682,126.4098817,-0.897165,-0.392724,,,0,7,7254,0,100,0,0,83,102,,,,
48.7,5106,136.6656662,34.73950635,126.4098497,-0.878345,-0.469993,,,0,7,7347,0,100,0,0,83,102,,,,
48.8,5118,133.2716759,34.73948589,126.4098189,-0.825868,-0.562475,,,0,7,7195,0,100,0,0,83,102,,,,
48.9,5130,130.4746816,34.73946531,126.4097892,-0.75176,-0.661898,,,0,7,6922,0,100,-17,0,83,102,,,,
49,5142,127.9766882,34.73944452,126.4097604,-0.659858,-0.761269,,,0,7,6724,0,100,-25,0,83,102,,,,
49.1,5153,125.6816922,34.73942345,126.4097326,-0.555293,-0.855453,,,0,7,6607,0,100,-42,1,83,102,,,,
49.2,5165,123.8897001,34.73940199,126.4097059,-0.446387,-0.935526,,,0,7,6517,0,27,-45,3,83,102,,,,
49.3,5176,122.8897061,34.73937994,126.4096804,-0.345199,-0.992719,,,0,7,6633,0,0,-45,3,83,102,,,,
49.4,5187,121.89169,34.73935739,126.4096558,-0.258676,-1.033361,,,0,7,6577,2,0,-48,3,83,102,,,,
49.5,5198,121.0957008,34.73933433,126.409632,-0.187475,-1.059389,,,0,7,6585,16,0,-49,3,83,102,,,,
49.6,5209,120.6947048,34.73931075,126.4096092,-0.13415,-1.075246,,,0,7,6609,16,0,-45,3,83,102,,,,
49.7,5220,120.196709,34.73928655,126.4095873,-0.101825,-1.083487,,,0,7,6671,16,0,-51,3,83,102,,,,
49.8,5231,119.8967135,34.73926179,126.4095667,-0.087217,-1.087298,,,0,7,6664,17,0,-50,3,83,102,,,,
49.9,5242,119.5977014,34.73923666,126.4095469,-0.077734,-1.089822,,,0,7,6665,18,0,-44,3,83,102,,,,
50,5253,119.3987194,34.73921113,126.4095282,-0.075854,-1.089809,,,0,7,6660,23,0,-26,3,83,102,,,,
50.1,5263,119.2977059,34.73918509,126.4095107,-0.076988,-1.088534,,,0,7,6700,28,0,-48,3,83,102,,,,
50.2,5274,119.098711,34.73915835,126.4094952,-0.064236,-1.087253,,,0,7,6729,28,0,-69,3,83,102,,,,
50.3,5285,118.9977105,34.73913161,126.4094798,-0.050852,-1.085348,,,0,7,6704,25,0,-77,3,83,102,,,,
50.4,5296,118.7987156,34.73910486,126.4094643,-0.037474,-1.084073,,,0,7,6646,23,0,-78,3,83,102,,,,
50.5,5307,118.6995191,34.73907755,126.4094507,-0.024734,-1.082798,,,0,7,6655,25,0,-90,3,83,102,,,,
50.6,5318,118.6795182,34.73904955,126.4094392,-0.012625,-1.081524,,,0,7,6666,25,0,-91,3,83,102,,,,
50.7,5328,118.6595173,34.73902155,126.4094277,-0.000522,-1.080249,,,0,7,6670,25,0,-92,3,83,102,,,,
50.8,5339,118.6395148,34.73899355,126.4094162,0.010771,-1.078955,,,0,7,6689,26,0,-92,3,83,102,,,,
50.9,5350,118.6195139,34.738965,126.4094065,0.004353,-1.075756,,,0,7,6704,26,0,-91,3,83,102,,,,
51,5361,118.5992057,34.73893613,126.4093982,-0.006418,-1.071269,,,0,7,6711,27,0,-90,3,83,102,,,,
51.1,5372,118.5492083,34.73890706,126.409391,-0.01086,-1.06422,,,0,7,6705,26,0,-77,3,83,102,,,,
51.2,5383,118.4977127,34.7388777,126.4093848,-0.01339,-1.053297,,,0,7,6714,27,0,-76,3,83,102,,,,
51.3,5393,118.2987194,34.73884813,126.4093799,-0.013989,-1.033508,,,0,7,6731,28,0,-72,3,83,102,,,,
51.4,5404,118.2000507,34.73881854,126.4093759,-0.010771,-1.010571,,,0,7,6730,31,0,-44,3,83,102,,,,
51.5,5415,118.2333866,34.73878892,126.409373,-0.004353,-0.988296,,,0,7,6740,35,0,-45,3,83,102,,,,
51.6,5426,118.2667096,34.73875923,126.4093709,0.006514,-0.969227,,,0,7,6779,37,0,-66,3,83,102,,,,
51.7,5436,118.3007085,34.73872949,126.40937,0.020567,-0.95527,,,0,7,6795,38,0,-69,3,83,102,,,,
51.8,5447,118.4017091,34.73869967,126.4093702,0.0378,-0.947686,,,0,7,6816,39,0,-67,3,83,102,,,,
51.9,5458,118.600704,34.73866978,126.4093714,0.057576,-0.946456,,,0,7,6839,44,0,-50,3,83,102,,,,
52,5469,118.7017174,34.73863983,126.4093737,0.079277,-0.949668,,,0,7,6852,50,0,-43,3,83,102,,,,
52.1,5480,118.9037073,34.73860983,126.4093769,0.104145,-0.955385,,,0,7,6873,55,0,-41,3,83,102,,,,
52.2,5491,119.3067053,34.73857977,126.4093812,0.130275,-0.959132,,,0,7,6915,62,0,-41,3,83,102,,,,
52.3,5501,120.0067023,34.73854964,126.4093868,0.156393,-0.955225,,,0,7,6966,70,0,-40,3,82,102,,,,
52.4,5512,120.7067008,34.7385195,126.4093934,0.181242,-0.943033,,,0,7,6941,77,0,-26,3,82,102,,,,
52.5,5524,121.4066977,34.73848932,126.4094008,0.20546,-0.922575,,,0,7,6965,85,0,-26,3,82,102,,,,
52.6,5535,122.1077021,34.73845911,126.4094092,0.229685,-0.895731,,,0,7,7045,100,0,-26,3,82,102,,,,
52.7,5546,122.9077066,34.73842886,126.4094185,0.254509,-0.861233,,,0,7,7011,100,0,-25,3,82,102,,,,
52.8,5557,123.7077111,34.73839853,126.4094288,0.276082,-0.818469,,,0,7,7022,100,0,-25,3,82,102,,,,
52.9,5568,124.5106994,34.73836813,126.4094399,0.288032,-0.769337,,,0,7,7058,100,0,-25,3,82,102,,,,
53,5580,125.6106865,34.73833767,126.4094517,0.283972,-0.71447,,,0,7,7088,100,0,-19,3,82,102,,,,
53.1,5591,126.7066953,34.73830717,126.4094641,0.256242,-0.653874,,,0,7,7088,100,0,-16,3,82,102,,,,
53.2,5603,127.4116908,34.73827667,126.4094771,0.195894,-0.588204,,,0,7,7138,100,0,-19,3,82,102,,,,
53.3,5615,128.6016899,34.73824631,126.4094907,0.091698,-0.520023,,,0,7,7171,100,0,-19,3,82,102,,,,
53.4,5627,128.7966936,34.73821624,126.4095045,-0.043625,-0.45313,,,0,7,7183,5,0,-14,3,82,102,,,,
53.5,5638,128.4926829,34.73818657,126.4095184,-0.199871,-0.388811,,,0,7,7082,0,0,-13,3,82,102,,,,
53.6,5650,127.7836865,34.73815742,126.4095323,-0.366167,-0.329604,,,0,7,6888,0,0,0,3,82,102,,,,
53.7,5661,126.1727002,34.73812895,126.4095461,-0.52776,-0.276776,,,0,7,6825,0,100,0,3,82,102,,,,
53.8,5673,123.4746932,34.73810143,126.4095597,-0.660617,-0.230927,,,0,7,6618,0,100,0,3,82,102,,,,
53.9,5684,120.9686949,34.7380747,126.4095731,-0.759045,-0.188883,,,0,7,6324,0,100,0,3,82,102,,,,
54,5694,117.8637116,34.73804875,126.4095862,-0.821796,-0.148738,,,0,7,6115,0,100,0,3,82,102,,,,
54.1,5705,114.2727172,34.73802355,126.409599,-0.850163,-0.109211,,,0,7,6030,0,100,0,3,82,102,,,,
54.2,5715,111.5697244,34.73799909,126.4096114,-0.847435,-0.068416,,,0,7,5864,0,100,2,3,82,102,,,,
54.3,5725,108.5717348,34.7379754,126.4096235,-0.827022,-0.026997,,,0,7,5706,0,100,4,3,82,102,,,,
54.4,5735,105.7737347,34.73795227,126.4096352,-0.804747,0.013779,,,0,7,5574,0,100,5,2,82,102,,,,
54.5,5744,103.174752,34.73792967,126.4096465,-0.785698,0.053274,,,0,7,5631,72,100,6,1,82,102,,,,
54.6,5753,100.6727545,34.73790759,126.4096574,-0.773678,0.090857,,,0,7,6072,69,100,6,0,82,102,,,,
54.7,5762,97.97276,34.73788607,126.4096678,-0.770504,0.126547,,,0,7,6781,0,100,6,0,82,102,,,,
54.8,5771,95.27277028,34.73786518,126.4096777,-0.768528,0.162294,,,0,7,7142,0,100,6,0,82,102,,,,
54.9,5779,92.57177312,34.73784479,126.409687,-0.760135,0.20381,,,0,7,6971,0,100,8,0,82,102,,,,
55,5787,89.77078122,34.73782485,126.4096959,-0.740868,0.254266,,,0,7,6723,0,100,8,0,82,102,,,,
55.1,5795,86.87678879,34.73780532,126.4097041,-0.706924,0.315596,,,0,7,6553,0,100,8,0,82,102,,,,
55.2,5803,84.5767957,34.73778614,126.4097118,-0.656404,0.391578,,,0,7,6418,0,100,9,0,82,102,,,,
55.3,5810,82.2807986,34.73776723,126.4097186,-0.588739,0.481523,,,0,7,6225,0,100,23,0,82,102,,,,
55.4,5818,80.38280094,34.73774841,126.4097247,-0.51024,0.579709,,,0,7,6042,0,100,33,0,82,103,,,,
55.5,5825,78.68581307,34.73772962,126.4097299,-0.420958,0.681668,,,0,7,5866,0,100,74,0,82,103,,,,
55.6,5832,77.29081462,34.73771081,126.4097342,-0.325984,0.782295,,,0,7,5750,0,49,88,0,82,103,,,,
55.7,5839,76.3988154,34.73769195,126.4097374,-0.229959,0.875777,,,0,7,5692,0,27,100,1,82,103,,,,
55.8,5846,76.29581281,34.73767307,126.4097394,-0.155086,0.948891,,,0,7,5609,0,38,103,2,82,103,,,,
55.9,5853,75.89681236,34.7376543,126.4097404,-0.113418,1.00421,,,0,7,5483,0,54,112,2,82,103,,,,
56,5860,75.59881087,34.73763576,126.4097402,-0.11127,1.046841,,,0,7,5350,0,60,126,2,82,103,,,,
56.1,5867,75.49181229,34.73761755,126.409739,-0.149235,1.082556,,,0,7,5254,0,82,126,2,82,103,,,,
56.2,5873,74.69182065,34.73759986,126.4097367,-0.223241,1.120917,,,0,7,5119,0,76,131,2,82,103,,,,
