InX,InY,OutX,OutY
86.76231208,141.8549893,83.03091485,152.7207244
84.9540215,140.9558068,81.26316908,151.8277196
83.13936363,140.0571955,79.50011115,150.9374998
81.3281786,139.1669031,77.7288563,150.0484563
79.52038977,138.2801818,75.95134768,149.1615993
77.71498715,137.404532,74.16542996,148.2759308
75.91280872,136.53922,72.36755049,147.3978543
74.04389434,135.6542096,70.6245262,146.5642303
72.17326532,134.7909803,68.86428284,145.7492078
70.29442215,133.9539513,67.08879815,144.9597577
68.40231575,133.1473981,65.30123172,144.1980425
66.42630608,132.3525589,63.56678234,143.4990086
64.48301976,131.6241011,61.76439801,142.8243541
62.48964334,130.9386934,59.97696145,142.2042931
60.46149735,130.3012099,58.19129178,141.6360321
58.4878605,129.7325314,56.32152009,141.0969859
56.38933985,129.1837678,54.54984769,140.6354944
54.32465708,128.7087033,52.71747474,140.2096547
52.29521706,128.3013417,50.82671934,139.8227303
50.21371709,127.9462088,48.96666365,139.4975113
48.09889455,127.6513338,47.1213103,139.2306297
46.03386825,127.4211959,45.21210199,139.0087485
43.93724307,127.2436528,43.32353527,138.8442565
41.805769,127.1163284,41.46178325,138.7411787
39.73814629,127.0464507,39.53133694,138.6921142
37.56632625,127.0352801,37.70334092,138.6967127
35.51878008,127.0839264,35.7526448,138.7601029
33.3680298,127.1957414,33.90998151,138.8741319
31.23464937,127.3699773,32.05845886,139.0450344
29.15506505,127.6031642,30.16484762,139.2730075
27.09822324,127.8908319,28.26261434,139.5546882
25.0145858,128.2412577,26.40434956,139.882503
22.89181888,128.6622083,24.60669382,140.2543476
20.84354858,129.1360556,22.76008446,140.6906762
18.7441383,129.6940768,20.99486093,141.1637032
16.73033102,130.3003016,19.17816831,141.7088823
14.68645569,130.9843416,17.42869795,142.2933631
12.69318757,131.7182391,15.66546152,142.9333237
10.73876083,132.5009214,13.90205392,143.6259706
8.829286777,133.3250911,12.13212503,144.3705729
6.927111033,134.2017426,10.39221455,145.1475784
5.042491361,135.1115033,8.667855313,145.9624324
3.216512173,136.0264744,6.916981211,146.8377263
1.377259611,136.9732761,5.207572163,147.7363774
-0.4413094003,137.9296971,3.498809256,148.6659626
-2.118739736,138.8287057,1.667645507,149.6874987
-3.968557989,139.8345952,0.02075223243,150.6236442
-5.756461562,140.8222584,-1.674071849,151.603035
-7.506642459,141.800765,-3.397170646,152.6081677
-9.251274493,142.7831386,-5.122247903,153.6157509
-10.94801436,143.7394717,-6.894372423,154.6508686
-12.74729971,144.751698,-8.56980721,155.6200159
-14.5016119,145.7413201,-10.29090116,156.6105388
-16.22929107,146.7202117,-12.03811703,157.6127611
-17.95956258,147.6994728,-13.7863388,158.608295
-19.69290741,148.6811003,-15.53157576,159.6013147
-21.42645597,149.6663358,-17.27698562,160.5900545
-23.18468244,150.6707743,-18.99598956,161.5626559
-24.93531355,151.6685661,-20.72492269,162.537809
-26.64161637,152.6370315,-22.50259928,163.5344715
-28.38824692,153.6255396,-24.24373306,164.5043881
-30.1360855,154.6157574,-25.98439829,165.4712693
-31.88457232,155.6100625,-27.72252643,166.4373951
-33.63595788,156.6090395,-29.45517809,167.4034354
-35.38990282,157.6100789,-31.18302461,168.3713891
-37.07838058,158.5728921,-32.97484075,169.3802274
-38.83727367,159.5761734,-34.69459315,170.3514977
-40.60069519,160.5824885,-36.41034516,171.3187897
-42.30563635,161.5559237,-38.18623253,172.3160567
-44.06223085,162.5611648,-39.90832029,173.2852525
-45.80948934,163.5619385,-41.63689444,174.2639745
-47.53264981,164.5499933,-43.38791431,175.2583355
-49.23707826,165.5286657,-45.15595201,176.2650557
-51.01305324,166.547619,-46.85394033,177.2288993
-52.78036595,167.5633801,-48.56440521,178.1892392
-54.49796047,168.5510435,-50.3308443,179.1666187
-56.21402253,169.5359043,-52.10012501,180.1444738
-57.93342988,170.5223402,-53.86494412,181.1227426
-59.70090518,171.5350407,-55.58332022,182.0718578
-61.39188461,172.5024964,-57.38253852,183.0584738
-63.13053749,173.4946659,-59.13425853,184.020086
-64.87416912,174.4841331,-60.88269946,184.9813478
-66.62236194,175.468334,-62.63091226,185.9400938
-68.37466114,176.4482671,-64.38194634,186.8905875
-70.06530705,177.3811096,-66.20219966,187.8743702
-71.78925768,178.3166322,-67.99816201,188.8388851
-73.54556303,179.24541,-69.77307138,189.789031
-75.24845462,180.119693,-71.61593217,190.7660427
-77.01328127,180.9961829,-73.41769747,191.7002183
-78.70260919,181.806322,-75.32008843,192.6503974
-80.47859877,182.625894,-77.16731553,193.5254437
-82.27227962,183.4199414,-79.02693802,194.3601068
-84.01356714,184.1583314,-80.96703566,195.1859825
-85.83848257,184.9025633,-82.84854621,195.9457078
-87.60643272,185.595701,-84.81113316,196.6956743
-89.45675654,186.2936123,-86.71168348,197.3872493
-91.27060862,186.9487826,-88.66559341,198.0750713
-93.12356175,187.5834256,-90.59761611,198.7341122
-94.94033736,188.1746537,-92.58531781,199.3779696
-96.82971167,188.7560075,-94.51926487,199.9721115
-98.6782465,189.293555,-96.51251435,200.5481712
-100.5266629,189.8012492,-98.52398711,201.0895871
-102.4420474,190.2917309,-100.4882007,201.5728766
-104.2551163,190.7256777,-102.5704928,202.0476849
-106.1407217,191.1474649,-104.592816,202.479012
-108.0900857,191.5543147,-106.5638897,202.8657068
-109.9817052,191.9204176,-108.6044551,203.232763
-111.881887,192.2563189,-110.6475547,203.5677583
-113.7957662,192.5606143,-112.6860889,203.8784213
-115.7144675,192.8336016,-114.7286083,204.1607378
-117.6379798,193.0757215,-116.7745447,204.4117106
-119.5658523,193.2869656,-118.8227689,204.6366319
-121.4974786,193.4671631,-120.8733075,204.8331812
-123.419103,193.6139585,-122.9396794,204.9951976
-125.3713421,193.7301543,-124.9799481,205.1226721
-127.2643983,193.8109119,-127.0829104,205.2188676
-129.2062194,193.8591308,-129.1396126,205.2766424
-131.1619313,193.8722981,-131.1836246,205.3031712
-133.1000588,193.8498214,-133.2452658,205.2986762
-134.9695988,193.7922596,-135.3744329,205.2592102
-136.9440208,193.6979408,-137.3965965,205.1897033
-138.8506295,193.5800343,-139.4835679,205.082503
-140.8185338,193.4286623,-141.5046117,204.9381248
-142.7710216,193.2482925,-143.5358405,204.7588747
-144.7295695,193.0308058,-145.5539475,204.5457335
-146.6210238,192.7908757,-147.6323146,204.2965742
-148.4842706,192.524912,-149.7296576,204.003269
-150.3922165,192.2223783,-151.771389,203.6739977
-152.3242163,191.8780865,-153.7767019,203.3133526
-154.2502818,191.4988271,-155.7754342,202.9210335
-156.1082642,191.0995308,-157.8293199,202.4856911
-157.9601824,190.670958,-159.8744882,202.013065
-159.8357302,190.2009258,-161.8801226,201.515653
-161.735601,189.6895427,-163.8444697,200.9939936
-163.5754159,189.1600151,-165.8507107,200.4248917
-165.407902,188.6001472,-167.8481614,199.8312191
-167.2476873,188.0040768,-169.8199873,199.2144957
-169.0970541,187.3709077,-171.7630367,198.576146
-170.9439384,186.7045629,-173.6897076,197.9163015
-172.7068589,186.0378414,-175.678776,197.1968396
-174.5064144,185.325732,-177.6081964,196.4620855
-176.2844682,184.5859592,-179.5360656,195.6969538
-178.1178312,183.7858482,-181.3848712,194.9350935
-179.8263819,183.0078642,-183.3356952,194.0983831
-181.5779398,182.1838418,-185.2208885,193.257229
-183.3520856,181.3177729,-187.0589625,192.4056404
-185.1169381,180.4263394,-188.8801533,191.5253795
-186.8345438,179.5310995,-190.720338,190.5929772
-188.4891541,178.646035,-192.5983255,189.601918
-190.2277709,177.6817331,-194.3625768,188.6351451
-191.9202456,176.7179746,-196.1445914,187.6171413
-193.5409468,175.7756765,-197.9743931,186.5362202
-195.2477473,174.75743,-199.6937148,185.490175
-196.9491223,173.7177387,-201.3932185,184.4242692
-198.5960459,172.6926298,-203.127368,183.3121326
-200.2372294,171.6534553,-204.8483525,182.1844229
-201.9601038,170.5425881,-206.4723901,181.1049335
-203.5895034,169.4765701,-208.1762488,179.9598558
-205.1636101,168.4357785,-209.9212739,178.7683722
-206.871248,167.29158,-211.5228026,177.6655312
-208.4927315,166.1953704,-213.2028541,176.5035424
-210.1097161,165.0982283,-214.8822837,175.3350239
-211.7732922,163.9626163,-216.5084001,174.1951773
-213.4351036,162.8254549,-218.1306943,173.0488619
-214.9797135,161.769039,-219.8678316,171.8184614
-216.6782582,160.6028223,-221.451259,170.6981919
-218.361567,159.4475943,-223.0510613,169.5685425
-220.0267029,158.3040944,-224.6678169,168.4254218
-221.628032,157.2078504,-226.3517882,167.2399172
-223.310959,156.053069,-227.9578064,166.1182203
-224.9522573,154.9263779,-229.6088861,164.9734191
-226.5516158,153.8309518,-231.3053189,163.8023911
-228.2485305,152.6647228,-232.9026861,162.6999396
-229.9379911,151.5059228,-234.5089378,161.5920926
-231.5690422,150.389755,-236.1774342,160.447241
-233.2062622,149.2707941,-237.8420823,159.3085557
-234.8569002,148.1427221,-239.4944021,158.1806043
-236.4590602,147.0515552,-241.1975464,157.0191659
-238.1660466,145.8827086,-242.7964331,155.9362929
-239.8444372,144.7364298,-244.4279975,154.8368258
-241.448012,143.6451857,-246.1366495,153.6855421
-243.1551288,142.4783558,-247.7386276,152.6053953
-244.7600525,141.3807101,-249.4432316,151.456578
-246.3939417,140.2609873,-251.1158721,150.3254522
-248.076828,139.107285,-252.7396793,149.2285595
-249.7368483,137.9733813,-254.3871179,148.11289
-251.3935851,136.8402928,-256.0361854,146.993999
-252.9844469,135.7521577,-257.7529939,145.8329259
-254.6830002,134.5903317,-259.3605024,144.7431507
-256.3512292,133.4483142,-260.9968142,143.6313479
-257.97213,132.3406862,-262.6818416,142.4871686
-259.6590765,131.1869785,-264.2995835,141.3872277
-261.2568102,130.0940614,-266.005543,140.225052
-262.9070947,128.9607841,-267.6545338,139.0967763
-264.5396805,127.8402524,-269.3206966,137.9549832
-266.2060582,126.6934687,-270.9511926,136.836686
-267.8737481,125.5450243,-272.5814956,135.7216843
-269.5014517,124.4248659,-274.2522056,134.5790193
-271.1721709,123.27624,-275.8801956,133.465242
-272.8165435,122.1465071,-277.5365596,132.3355333
-274.4818804,121.0046336,-279.1727379,131.2190926
-276.1179777,119.8845526,-280.8409981,130.0850402
-277.7986715,118.7353583,-282.4651853,128.980855
-279.4059942,117.6366926,-284.1645858,127.8288497
-281.0806228,116.4945482,-285.7990324,126.7237844
-282.7514245,115.3543419,-287.4356885,125.6144029
-284.3750667,114.2465114,-289.1166332,124.4684203
-286.0088078,113.1301539,-290.78773,123.3313297
-287.6650047,111.9977557,-292.4356887,122.2092842
-289.317785,110.8670925,-294.0862868,121.0843756
-290.9926128,109.7193239,-295.7131626,119.974124
-292.6102678,108.6111157,-297.3966177,118.8234348
-294.2532579,107.4884519,-299.0571355,117.6907089
-295.9615262,106.3220089,-300.6530698,116.6027901
-297.5970438,105.2080433,-302.3243925,115.466263
-299.226525,104.0959114,-304.0010456,114.3268696
-300.9209148,102.9412525,-305.6127907,113.2299959
-302.5406859,101.8357294,-307.299759,112.0849023
-304.2257416,100.6845465,-308.9237301,110.9888487
-305.8392699,99.58150372,-310.6205407,109.846557
-307.5202926,98.43175935,-312.2478208,108.7479503
-309.1308541,97.32900368,-313.9440447,107.6001353
-310.8073844,96.1796998,-315.5730923,106.4970872
-312.413632,95.07790859,-317.2699504,105.3429186
-314.0852161,93.93181335,-318.8997927,104.2305872
-315.7528757,92.78854846,-320.5322851,103.1135622
-317.4152973,91.64551755,-322.1658793,101.9902708
-319.0090044,90.54139196,-323.8623056,100.8195395
-320.6518257,89.39519923,-325.504174,99.68304591
-322.227068,88.28258464,-327.204879,98.50044756
-323.8547521,87.10973142,-328.8357869,97.35351396
-325.3948162,85.97065693,-330.5344584,96.14527402
-326.9170604,84.80714339,-332.2257017,94.92713009
-328.4184792,83.61848644,-333.9053049,93.69098837
-329.8974552,82.40249622,-335.5706009,92.43479477
-331.3140659,81.19328296,-337.2583178,91.12174282
-332.7428526,79.92113407,-338.8796914,89.80640499
-334.1019876,78.65362754,-340.5145902,88.42197652
-335.434759,77.35232675,-342.111193,86.99996242
-336.7240224,76.02000336,-343.6758374,85.53034105
-337.9747564,74.65174307,-345.1984807,84.01700174
-339.1577184,73.27616692,-346.6982089,82.42663959
-340.2926602,71.86561204,-348.1439127,80.78172115
-341.3822374,70.41700745,-349.5273612,79.0872992
-342.4109584,68.94520793,-350.8567293,77.32922962
-343.3988053,67.42598954,-352.1189735,75.5423937
-344.319179,65.89686061,-353.3378349,73.69300949
-345.2037707,64.31785573,-354.4788035,71.82387542
-345.9874,62.81499281,-355.6064632,69.81366062
-346.7435667,61.26271079,-356.6454803,67.79205192
-347.5138858,59.55081824,-357.5494547,65.87186018
-348.205788,57.88035483,-358.4239838,63.86255496
-348.7902548,56.33752557,-359.2955818,61.68044752
-349.3533963,54.68896894,-360.054341,59.55423907
-349.8754173,52.98354248,-360.726368,57.44267104
-350.3415905,51.25980399,-361.3236504,55.31088316
-350.7487365,49.52447336,-361.8419183,53.15517197
-351.0757841,47.89910421,-362.3090521,50.86051341
-351.3540689,46.24731703,-362.6938599,48.5678916
-351.5878009,44.5175373,-362.9999442,46.33449298
-351.7654961,42.76176218,-363.240509,44.11250638
-351.8849679,40.99913752,-363.426395,41.88721861
-351.9490241,39.36176233,-363.5469089,39.52931415
-351.9619359,37.66288803,-363.5851579,37.22885646
-351.9137012,35.90259969,-363.5492186,34.99037355
-351.8052107,34.11712818,-363.4478005,32.78177818
-351.6380693,32.34511584,-363.2784259,30.5684296
-351.4443352,30.761115,-363.0225801,28.17818475
-351.1794214,29.0191771,-362.7200079,25.96096884
-350.8563802,27.23341104,-362.3689599,23.80419653
-350.4898158,25.44071431,-361.9710405,21.67089941
-350.0851768,23.60420842,-361.5415398,19.5955466
-349.6504798,21.73953914,-361.0852082,17.56086801
-349.1945963,19.85715372,-360.6055946,15.55424428
-348.6939953,17.84363465,-360.1322512,13.68817331
-348.2216427,15.95424225,-359.6112302,11.70289674
-347.7488824,14.06903139,-359.0807955,9.715953661
-347.2609333,12.11928516,-358.5648657,7.793743203
-346.7720223,10.17470987,-358.051916,5.865836753
-346.2959962,8.296786242,-357.5201818,3.872827281
-345.7726097,6.24539782,-357.0335191,2.05387729
-345.279493,4.311401792,-356.516747,0.1175268335
-344.8044412,2.455460545,-355.978454,-1.895950015
-344.3194117,0.5590591291,-355.4519168,-3.869407771
-343.8398498,-1.319413665,-354.9220575,-5.86134698
-343.3230711,-3.332875367,-354.4273125,-7.717691267
-342.8087073,-5.350276176,-353.9340182,-9.571129685
-342.3321256,-7.212566227,-353.4064317,-11.58060434
-341.8444303,-9.105334783,-352.8903012,-13.5596444
-341.3458399,-11.0420828,-352.3836952,-15.49442605
-340.8364811,-13.02252933,-351.8887996,-17.3857333
-340.309019,-15.09815676,-351.4174827,-19.18329878
-339.8273944,-16.99997343,-350.9044067,-21.15575584
-339.34156,-18.92484641,-350.3979573,-23.10579932
-338.8600583,-20.83672748,-349.8903139,-25.06963564
-338.3766768,-22.75955548,-349.3857633,-27.02281904
-337.894499,-24.67001821,-348.8789059,-28.98811136
-337.372963,-26.71469396,-348.4089786,-30.81857879
-336.9195615,-28.49895464,-347.8735266,-32.910111
-336.3883517,-30.56955178,-347.4136986,-34.7147385
-335.8972577,-32.48458304,-346.914229,-36.67506343
-335.4056009,-34.39702247,-346.4138447,-38.63761474
-334.9135522,-36.30694898,-345.9171194,-40.60350561
-334.4194993,-38.21929451,-345.4231385,-42.56717011
-333.9236194,-40.13719663,-344.9309872,-44.52526866
-333.4096688,-42.12345014,-344.4550053,-46.4145554
-332.8868448,-44.13626989,-343.9857352,-48.27673363
-332.3862218,-46.07158868,-343.496613,-50.2170014
-331.8852921,-48.01521552,-343.0062441,-52.14856805
-331.3854115,-49.95405845,-342.5107326,-54.08388376
-330.9025722,-51.82242691,-341.9927115,-56.08827233
-330.4076801,-53.73496066,-341.4859278,-58.04828243
-329.8983528,-55.70825933,-340.9945097,-59.94775856
-329.3983747,-57.65354872,-340.4952693,-61.87564666
-328.8996359,-59.59987573,-339.9933995,-63.80213942
-328.4016635,-61.54633097,-339.4913841,-65.7286645
-327.9058368,-63.48943497,-338.9874353,-67.65859274
-327.4077845,-65.43538974,-338.4835729,-69.58511446
-326.9222237,-67.33885114,-337.9701816,-71.55489972
-326.4321529,-69.26102538,-337.4618184,-73.50610625
-325.9188135,-71.26663248,-336.977086,-75.37397651
-325.4241382,-73.19787243,-336.474873,-77.31650695
-324.9384965,-75.09306806,-335.9650802,-79.29546079
-324.4371531,-77.04524765,-335.4693463,-81.2170042
-323.947833,-78.9453556,-334.9579202,-83.18967931
-323.4463431,-80.89181034,-334.4559067,-85.11529265
-322.947602,-82.82091165,-333.9463653,-87.0570182
-322.4472567,-84.7376219,-333.431614,-89.0093423
-321.9317973,-86.70428264,-332.9288446,-90.91090062
-321.4316673,-88.59774998,-332.4049759,-92.88413214
-320.9237235,-90.51617274,-331.8873591,-94.8319921
-320.4123611,-92.45569373,-331.3726516,-96.75860794
-319.9132418,-94.35140134,-330.8449139,-98.72882543
-319.3974232,-96.31534946,-330.3339302,-100.6308278
-318.8878749,-98.2712218,-329.8182374,-102.541298
-318.3687303,-100.3031873,-329.3211909,-104.3780742
-317.8857367,-102.2560431,-328.8082004,-106.2991706
-317.3791819,-104.4416613,-328.3707351,-108.0003895
-316.944273,-106.6037081,-327.9753382,-109.7508637
-316.5577632,-109.0720889,-327.7287203,-111.231322
-316.314648,-111.5366006,-327.616998,-112.7497374
-316.2748807,-114.3491207,-327.6517185,-113.9347973
-316.6889461,-117.7456168,-327.7168498,-114.5053446
-317.755658,-121.1188678,-327.7907649,-114.9567044
-319.5706247,-124.2104236,-327.8794985,-115.3652445
-321.6551197,-126.4716457,-328.1508535,-116.2841772
-323.8377518,-128.1373765,-328.6928698,-117.4676259
-326.1610733,-129.3832824,-329.4984964,-118.6337976
-328.5332165,-130.2479196,-330.6000526,-119.6766236
-330.8029058,-130.7833883,-332.0782425,-120.4988064
-333.0482038,-131.0923884,-333.7642746,-120.8922254
-335.1316768,-131.2375983,-335.6725045,-120.9033573
-337.0661623,-131.2971982,-337.7282924,-120.7001708
-339.2017251,-131.3243764,-339.5795275,-120.4792325
-341.1932204,-131.3047011,-341.5791873,-120.3190337
-343.2546521,-131.2690487,-343.5130791,-120.2387837
-345.2496373,-131.242877,-345.515342,-120.1913627
-347.2404276,-131.228105,-347.5226385,-120.1657566
-349.2919905,-131.2161152,-349.4699006,-120.1627758
-351.2747284,-131.206286,-351.4862966,-120.1608606
-353.3365131,-131.2023025,-353.4237995,-120.1619737
-355.3216218,-131.2008571,-355.4381438,-120.1508419
-357.33069,-131.1971061,-357.4287038,-120.1330308
-359.3550308,-131.1932589,-359.4038171,-120.1050762
-361.3448539,-131.1907091,-361.413483,-120.0762582
-363.3695001,-131.1879211,-363.3884918,-120.0495417
-365.393247,-131.1852478,-365.3644218,-120.0221936
-367.4020326,-131.1842785,-367.3554263,-120.0000738
-369.3925862,-131.1878782,-369.3647459,-119.9927691
-371.3614023,-131.1895988,-371.3958747,-119.9820171
-373.3742915,-131.1896929,-373.3829101,-119.9698661
-375.3886995,-131.1847662,-375.3684433,-119.9560339
-377.3978844,-131.1707557,-377.359122,-119.9397971
-379.4178266,-131.1527323,-379.33897,-119.9195473
-381.4161194,-131.1334486,-381.3404066,-119.8958108
-383.3891311,-131.109289,-383.3670165,-119.8671984
-385.4547241,-131.0784031,-385.3009265,-119.8371742
-387.4281831,-131.0439908,-387.3268905,-119.8052398
-389.4116304,-131.0115825,-389.342808,-119.7688524
-391.4303673,-130.9810489,-391.323473,-119.7317208
-393.4469986,-130.9460281,-393.3061687,-119.6941767
-395.4277292,-130.9108417,-395.3247114,-119.6542797
-397.4605496,-130.8762363,-397.2911455,-119.6129362
-399.4301856,-130.8419589,-399.3208472,-119.5764914
-401.4500883,-130.8117005,-401.3005159,-119.5507595
-403.4098226,-130.7844431,-403.3404929,-119.5323339
-405.409588,-130.760302,-405.3405823,-119.5237774
-407.443815,-130.7437305,-407.3062922,-119.5231101
-409.4020759,-130.7269864,-409.3479654,-119.5227443
-411.4208256,-130.7075928,-411.3290796,-119.511143
-413.4353458,-130.68395,-413.3142285,-119.4863277
-415.3875613,-130.6564404,-415.3614945,-119.452637
-417.4495926,-130.6274388,-417.2988121,-119.4129064
-419.4192253,-130.5970966,-419.3284092,-119.3678546
-421.4574909,-130.5691953,-421.2894561,-119.3237428
-423.4164219,-130.5402157,-423.3299468,-119.2880634
-425.3671906,-130.5146293,-425.3788286,-119.2625226
-427.4077343,-130.4899623,-427.3380391,-119.2445322
-429.3800305,-130.4682081,-429.3656049,-119.2358009
-431.4264026,-130.4494505,-431.319163,-119.2361065
-433.3655431,-130.4367035,-433.3800102,-119.2437213
-435.3766999,-130.4315708,-435.3688264,-119.2558383
-437.362226,-130.4355903,-437.3831912,-119.2746834
-439.2942895,-130.4492952,-439.4508973,-119.301999
-441.2585186,-130.4801808,-441.4859565,-119.3448934
-443.2738736,-130.5341004,-443.468917,-119.4053577
-445.2360436,-130.6044431,-445.5039108,-119.484733
-447.1837879,-130.6943317,-447.5517514,-119.5818674
-449.1332864,-130.8041868,-449.5959493,-119.6956789
-451.0883989,-130.9345609,-451.6324179,-119.8241343
-453.046458,-131.0875107,-453.6631614,-119.9694232
-454.9653953,-131.2600853,-455.7299554,-120.1339056
-456.9036864,-131.4570131,-457.773852,-120.313738
-458.8694973,-131.6753702,-459.786459,-120.5101677
-460.8416939,-131.9037669,-461.7904467,-120.7173638
-462.8816872,-132.1479258,-463.7242445,-120.9300738
-464.8438143,-132.3876544,-465.73391,-121.1642332
-466.7982093,-132.6288127,-467.7495228,-121.4118692
-468.8043364,-132.8745757,-469.7119388,-121.666614
-470.786119,-133.1202317,-471.6962549,-121.9404797
-472.7191665,-133.3630663,-473.727404,-122.23151
-474.6770558,-133.6145061,-475.731911,-122.5271682
-476.6914853,-133.8808271,-477.6788095,-122.8155621
-478.6557383,-134.1455214,-479.6757244,-123.1068267
-480.6167549,-134.4151606,-481.6757886,-123.3937539
-482.5735293,-134.6899331,-483.6798656,-123.6770631
-484.604988,-134.9806128,-485.6095195,-123.9424598
-486.5575901,-135.26068,-487.6185178,-124.2150456
-488.5657014,-135.5496388,-489.572122,-124.4779116
-490.5093869,-135.8271677,-491.5908604,-124.7468847
-492.498207,-136.1151779,-493.563502,-125.0125386
-494.4616568,-136.4024399,-495.5601823,-125.2885023
-496.4052618,-136.6875748,-497.5764402,-125.568412
-498.4517118,-136.9869513,-499.4892414,-125.8383981
-500.3902976,-137.268544,-501.5100054,-126.1255757
-502.4188224,-137.5605186,-503.4411055,-126.4003883
-504.392708,-137.838668,-505.4282521,-126.6791573
-506.3624115,-138.1139772,-507.4199164,-126.9584008
-508.3234137,-138.3861687,-509.4207156,-127.2375859
-510.3208738,-138.6610732,-511.3856377,-127.509863
-512.3142139,-138.9330973,-513.3549034,-127.7834014
-514.2694748,-139.2009938,-515.3620098,-128.0628593
-516.2505571,-139.4765002,-517.3429286,-128.337279
-518.2472827,-139.7592602,-519.3076752,-128.6082682
-520.2340063,-140.0413246,-521.282114,-128.8821665
-522.1626206,-140.3138725,-523.3138916,-129.1710082
-524.1771352,-140.6005117,-525.2595842,-129.4470452
-526.1681999,-140.8800452,-527.2291128,-129.727534
-528.1590604,-141.1565391,-529.1994347,-130.0068432
-530.1794572,-141.4336168,-531.1412629,-130.2780791
-532.1411423,-141.7023902,-533.141851,-130.5573448
-534.0953142,-141.9716476,-535.1490145,-130.8428048
-536.051598,-142.2439449,-537.1533208,-131.1305338
-538.0778283,-142.5310011,-539.0860814,-131.4147008
-540.0170661,-142.8157197,-541.1026324,-131.7229159
-541.9131177,-143.1112239,-543.1584416,-132.0459829
-543.8621018,-143.435718,-545.1570331,-132.3667601
-545.7647008,-143.7788673,-547.1954353,-132.7076622
-547.6343157,-144.1503159,-549.2575914,-133.0716553
-549.5380422,-144.5765487,-551.2720097,-133.4495369
-551.3925073,-145.0352518,-553.3216469,-133.8607487
-553.2381274,-145.5324917,-555.3629997,-134.3064678
-555.1064208,-146.0665671,-557.3640058,-134.7859798
-556.9830459,-146.6315224,-559.3366805,-135.3082312
-558.8124023,-147.2130598,-561.3365451,-135.8826734
-560.6310439,-147.8369985,-563.3191056,-136.5035435
-562.4395068,-148.5031206,-565.2803552,-137.1744802
-564.2110265,-149.1953279,-567.2496667,-137.8984243
-565.979536,-149.9177563,-569.1977893,-138.6544241
-567.7808202,-150.6839407,-571.0876325,-139.4292908
-569.5407419,-151.4748667,-572.9873297,-140.2527996
-571.244785,-152.2811633,-574.9083334,-141.1370602
-572.9234131,-153.1172082,-576.8198211,-142.0645361
-574.6572698,-154.0310793,-578.6348746,-142.995674
-576.2560905,-154.9236584,-580.5363214,-144.0387002
-577.8654963,-155.8791068,-582.3751394,-145.1102683
-579.4843797,-156.8990654,-584.1536102,-146.2014434
-581.046038,-157.9343416,-585.9414037,-147.3525009
-582.6019118,-159.0202599,-587.6792754,-148.5359819
-584.1135704,-160.1314544,-589.4041336,-149.775102
-585.5846526,-161.2714116,-591.1125774,-151.0619752
-587.0523258,-162.4706166,-592.761165,-152.3702933
-588.4696878,-163.693091,-594.3936615,-153.7356788
-589.8156337,-164.9168158,-596.0320004,-155.1751866
-591.1745104,-166.2199505,-597.5897267,-156.6092092
-592.4563132,-167.5120664,-599.1632699,-158.1181767
-593.7850806,-168.9206532,-600.6295758,-159.5708195
-595.0515409,-170.3211153,-602.1063046,-161.0812729
-596.2825546,-171.7399123,-603.5580094,-162.6291659
-597.4858128,-173.1856205,-604.9692904,-164.2103449
-598.64736,-174.6505388,-606.3526807,-165.8312625
-599.7586575,-176.1220604,-607.7114315,-167.5057697
-600.8379196,-177.6262093,-609.0164146,-169.2130899
-601.8739717,-179.1453277,-610.2797192,-170.9668507
-602.8757099,-180.6935815,-611.4995033,-172.7447925
-603.8598577,-182.2929227,-612.6587197,-174.5225152
-604.7992411,-183.9035975,-613.7864795,-176.335988
-605.6951027,-185.5197504,-614.8818823,-178.1887616
-606.5586345,-187.1557287,-615.9365296,-180.0626869
-607.3726019,-188.7742428,-616.9587539,-181.997623
-608.160985,-190.4449023,-617.9167216,-183.9254104
-608.9075736,-192.1291804,-618.8312501,-185.8796924
-609.6535872,-193.9148217,-619.6584616,-187.7714766
-610.3176002,-195.6106741,-620.4790188,-189.7896874
-610.9405429,-197.3127419,-621.256185,-191.8343785
-611.5230773,-199.0234092,-621.9921838,-193.8999649
-612.0729373,-200.7722404,-622.679163,-195.9548827
-612.5818365,-202.5161851,-623.3299045,-198.0389027
-613.0512156,-204.2644024,-623.9341975,-200.1436247
-613.480939,-206.0225403,-624.4894595,-202.2620648
-613.8755153,-207.8130596,-624.9860354,-204.3707743
-614.220764,-209.572657,-625.4412353,-206.5300424
-614.5323289,-211.3735908,-625.8401735,-208.6652913
-614.8007351,-213.1834568,-626.1894112,-210.8072358
-615.0211379,-214.9246331,-626.5031425,-213.0300292
-615.2130844,-216.780718,-626.7585024,-215.1485963
-615.3573666,-218.6006408,-626.9628355,-217.3131648
-615.4579905,-220.4028384,-627.1120845,-219.5029145
-615.5200642,-222.1931989,-627.2072215,-221.7092541
-615.545148,-223.9839446,-627.2483866,-223.9178201
-615.5318955,-225.7740396,-627.2355797,-226.1274992
-615.4801749,-227.5483989,-627.1555048,-228.3508563
-615.3855062,-229.3823569,-627.0263311,-230.5105512
-615.2516042,-231.1840681,-626.8548514,-232.6970925
-615.076031,-233.0428571,-626.6552458,-234.8205893
-614.868322,-234.8994753,-626.4258,-236.9399312
-614.6340672,-236.7622498,-626.1747445,-239.0475284
-614.3709885,-238.6506423,-625.9060831,-241.1235321
-614.0934743,-240.5013894,-625.6186349,-243.232587
