InX,InY,OutX,OutY
143.9708012,169.7737181,140.9103682,180.7578052
142.1926153,169.0303822,139.0099313,179.9302605
140.3364312,168.2461305,137.1935615,179.1295029
138.5592234,167.4829081,135.3067032,178.288222
136.7142411,166.6790447,133.4945864,177.4717596
134.86718,165.863532,131.69184,176.6505639
133.1034959,165.0762688,129.8138461,175.7831104
131.2635798,164.2439107,128.0191817,174.9452214
129.5059752,163.4348786,126.1519111,174.0630355
127.7272786,162.6018009,124.313065,173.1892675
125.9301507,161.7457841,122.4985922,172.3259028
124.1871251,160.9035901,120.636293,171.4355965
122.3701235,160.0136399,118.85357,170.5814299
120.5758248,159.123136,117.0523574,169.7191843
118.8257882,158.247679,115.2096476,168.8363133
117.079574,157.3685981,113.3666228,167.9498842
115.2855378,156.4596552,111.5774783,167.081057
113.4905141,155.5440335,109.7945837,166.208302
111.6933787,154.6229609,108.0176604,165.3332727
109.9738554,153.7382279,106.1645366,164.4191276
108.181687,152.8130148,104.3874418,163.5387667
106.3914622,151.8877733,102.6092024,162.6567939
104.6032548,150.963826,100.8307031,161.7700594
102.8195654,150.0408037,99.04957668,160.8787434
101.037026,149.1211279,97.26751873,159.9836424
99.25632518,148.2053511,95.48575887,159.0804186
97.48155673,147.2932497,93.70010025,158.1695385
95.71089583,146.3835149,91.91169835,157.2536338
93.89240023,145.4531793,90.16929405,156.3619055
92.10981745,144.5453028,88.3888815,155.4518097
90.31174128,143.6347492,86.62200908,154.548241
88.5241422,142.7359515,84.84104172,153.6400408
