In_x,In_y,Out_x,Out_y,Center_x,Center_y
368.9955909,29.04029361,369.5560077,17.22518001,369.2757993,23.13273681
374.0424434,29.40240424,374.4854427,17.55070347,374.2639431,23.47655386
378.9164677,29.75406132,379.5871247,17.89523115,379.2517962,23.82464623
383.9690638,30.12306594,384.509464,18.23301866,384.2392639,24.1780423
388.9183611,30.48605753,389.5354331,18.57217714,389.2268971,24.52911733
393.9034446,30.8548253,394.5259532,18.90082953,394.2146989,24.87782741
398.8900795,31.22473805,399.5152881,19.22233976,399.2026838,25.2235389
403.9122932,31.58814937,404.4695338,19.54394306,404.1909135,25.56604622
408.9286779,31.94815428,409.4294134,19.8717432,409.1790456,25.90994874
413.8426576,32.29893377,414.4913278,20.21433695,414.1669927,26.25663536
418.9352948,32.65336134,419.3749896,20.54769093,419.1551422,26.60052613
423.8320002,32.98652159,424.4557342,20.88529517,424.1438672,26.93590838
428.8134727,33.32905533,429.452258,21.20531949,429.1328654,27.26718741
433.8767901,33.68907022,434.3665426,21.513854,434.1216664,27.60146211
438.8360523,34.04171948,439.3849197,21.82907698,439.110486,27.93539823
443.8629379,34.39084985,444.3361088,22.14114244,444.0995233,28.26599614
448.8336742,34.72532097,449.3435337,22.46637638,449.088604,28.59584867
453.7772513,35.05035023,454.3779774,22.80357251,454.0776143,28.92696137
458.8045644,35.37305744,459.3291303,23.13636652,459.0668473,29.25471198
463.8219221,35.68526367,464.2910899,23.46660071,464.056506,29.57593219
468.7472968,35.98775008,469.3449294,23.80816645,469.0461131,29.89795827
473.7537399,36.3109137,474.3164419,24.14791864,474.0350909,30.22941617
478.763887,36.65029332,479.2834867,24.48314314,479.0236868,30.56671823
483.7080225,36.99364246,484.3179656,24.79252822,484.0129941,30.89308534
488.6876355,37.34454837,489.3189997,25.06162658,489.0033176,31.20308747
493.6829255,37.70176418,494.3008156,25.37879559,493.9918705,31.54027988
498.6851808,38.06249881,499.2703131,25.76817856,498.9777469,31.91533869
503.6221925,38.43844431,504.2957768,26.25595742,503.9589846,32.34720087
508.599345,38.85204961,509.2662361,26.86267653,508.9327905,32.85736307
513.3404421,39.3591511,514.4567227,27.51917717,513.8985824,33.43916413
517.6648237,40.22237364,519.9814323,28.35491985,518.823128,34.28864674
521.6954445,41.71013694,525.4722084,29.86441312,523.5838265,35.78727503
525.0869677,43.75129756,530.8971387,32.48845058,527.9920532,38.11987407
527.7618987,46.2719651,535.9437546,36.27373767,531.8528266,41.27285138
529.8330893,49.2125261,540.2836148,40.96341154,535.058352,45.08796882
531.1863646,52.21922444,543.8671474,46.60814674,537.526756,49.41368559
531.9205674,55.34642314,546.0870989,52.99469229,539.0038331,54.17055771
532.2037385,59.02376959,546.5607321,59.26939138,539.3822353,59.14658048
531.9719089,62.75509171,545.5746438,65.44535853,538.7732764,64.10022512
531.3001573,66.08354968,543.2046402,71.61622243,537.2523987,68.84988605
529.9692698,69.43346608,540.0709591,77.1915465,535.0201144,73.31250629
528.0368809,72.50096297,536.1739565,82.22930992,532.1054187,77.36513644
525.4146954,75.23940257,531.4990636,86.28773707,528.4568795,80.76356982
522.2061346,77.38454634,526.0160387,89.02752094,524.1110866,83.20603364
518.1974465,79.0132706,520.6161535,90.76071201,519.4068,84.8869913
513.8116733,80.05646558,515.2763528,92.02994481,514.544013,86.04320519
509.0750116,80.83523539,510.1632288,92.96419196,509.6191202,86.89971368
504.5050315,81.44704726,504.8433056,93.799533,504.6741686,87.62329013
499.3963557,82.10755374,500.0509988,94.48716237,499.7236772,88.29735806
494.3609815,82.84713877,495.192993,95.16958925,494.7769872,89.00836401
489.2827202,83.65573875,490.3850079,95.84795758,489.8338641,89.75184816
484.1969706,84.46940558,485.5835394,96.52907117,484.890255,90.49923838
479.3033182,85.23941886,480.5894685,97.25311781,479.9463934,91.24626833
474.3856294,86.00153783,475.6227875,98.00680844,475.0042084,92.00417314
469.4310514,86.76588354,470.6978133,98.78894939,470.0644323,92.77741647
464.5179954,87.51738676,465.736216,99.61350567,465.1271057,93.56544622
459.5500178,88.27218765,460.8332671,100.4564002,460.1916424,94.3642939
454.60783,89.08392236,455.9123386,101.2909062,455.2600843,95.18741429
449.6955677,89.92006699,450.9652275,102.1226995,450.3303976,96.02138326
444.7735814,90.78294877,446.0270399,102.9238738,445.4003106,96.85341129
439.8428648,91.61235696,441.0857842,103.6856818,440.4643245,97.64901936
434.9370079,92.42053548,436.1143281,104.4351385,435.525668,98.42783701
429.9493831,93.2443912,431.236047,105.232318,430.5927151,99.23835462
424.7806415,94.29569191,426.6379775,106.301031,425.7093095,100.2983615
419.3482916,96.14762833,422.6736577,107.8173033,421.0109746,101.9824658
414.1049532,99.3873079,419.5409466,109.9803679,416.8229499,104.6838379
409.5926723,104.3134401,417.4815059,112.5337217,413.5370891,108.4235809
406.5858635,110.6782453,416.4643072,115.2776909,411.5250854,112.9779681
405.5276984,117.3341585,416.3063781,118.5056383,410.9170382,117.9198984
406.0435748,123.8068693,417.0510086,121.9131083,411.5472917,122.8599888
407.7144372,129.8159473,418.3139704,125.440506,413.0142038,127.6282266
409.5579536,134.6274192,420.0683345,129.9500317,414.8131441,132.2887255
411.3938922,139.4386538,421.818839,134.4665349,416.6063656,136.9525944
413.2538647,144.3154832,423.4873967,138.943779,418.3706307,141.6296311
415.0445456,149.0723841,425.1640589,143.5657794,420.1043022,146.3190817
416.770173,153.7613183,426.8556145,148.2745249,421.8128938,151.0179216
418.5234943,158.4778695,428.5659043,152.9388162,423.5446993,155.7083428
420.335912,163.2457501,430.2858581,157.5261899,425.3108851,160.38597
422.1398642,167.9056004,432.066438,162.2017638,427.1031511,165.0536821
423.9808943,172.6002436,433.8484611,166.827635,428.9146777,169.7139393
425.7727407,177.1710288,435.6653905,171.5829415,430.7190656,174.3769852
427.5986001,181.8610079,437.4171222,176.2310327,432.5078611,179.0460203
429.3313814,186.4172818,439.2030871,181.0350738,434.2672342,183.7261778
430.6060097,190.4427691,440.9878843,186.5267154,435.796947,188.4847422
431.3000782,194.1412371,442.3033867,192.6156112,436.8017325,193.3784242
431.3147547,197.3940003,442.4831505,199.3411951,436.8989526,198.3675977
430.6502026,200.6185711,441.0417253,205.8695669,435.8459639,203.244069
429.3596558,203.5660368,437.9386722,211.8697359,433.649164,207.7178863
427.196755,206.3217985,433.4255595,216.515252,430.3111572,211.4185253
424.2621209,208.5133086,427.9726443,219.7108552,426.1173826,214.1120819
420.5575989,209.950668,422.2177436,221.4387407,421.3876712,215.6947044
416.3624885,210.4482852,416.4856439,222.0186801,416.4240662,216.2334826
411.6891594,210.3937822,411.1626956,221.9073153,411.4259275,216.1505487
406.9114066,210.1577862,405.9591492,221.6587314,406.4352779,215.9082588
402.0525759,209.849433,400.8466057,221.4254801,401.4495908,215.6374565
396.9979733,209.5240717,395.9287514,221.2095215,396.4633623,215.3667966
391.9426795,209.2006124,391.0090676,220.9868838,391.4758736,215.0937481
386.9385595,208.922188,386.0326675,220.7275109,386.4856135,214.8248495
381.858343,208.6590525,381.1294497,220.468138,381.4938964,214.5635953
376.8676647,208.4079391,376.1350142,220.2092194,376.5013394,214.3085792
371.6905759,208.1479262,371.3260627,219.9633162,371.5083193,214.0556212
366.6833895,207.9125881,366.3452514,219.7188127,366.5143205,213.8157004
361.6870001,207.6882347,361.3530117,219.4726015,361.5200059,213.5804181
356.6960721,207.4533572,356.3551573,219.2373979,356.5256147,213.3453776
351.7208191,207.2194,351.3404766,219.0269903,351.5306478,213.1231951
346.7431049,207.0050165,346.3269025,218.8257451,346.5350037,212.9153808
341.7077448,206.8052594,341.3704536,218.6217552,341.5390992,212.7135073
336.7038717,206.6213343,336.3820842,218.4130053,336.5429779,212.5171698
331.6733416,206.4384165,331.4202409,218.2067812,331.5467913,212.3225988
326.7284296,206.2437479,326.3743529,217.97328,326.5513912,212.108514
321.7103693,206.0287135,321.4018063,217.7565482,321.5560878,211.8926309
316.7278061,205.806675,316.3942633,217.5351718,316.5610347,211.6709234
311.7832237,205.5768805,311.3491597,217.3122486,311.5661917,211.4445646
306.7621295,205.3264462,306.3819074,217.0818186,306.5720185,211.2041324
301.8266886,205.0699637,301.3304728,216.8275294,301.5785807,210.9487466
296.7698023,204.7962343,296.4033542,216.5368303,296.5865782,210.6665323
291.8526546,204.5277087,291.339375,216.1918052,291.5960148,210.359757
286.8624387,204.2452565,286.3508909,215.823609,286.6066648,210.0344328
281.9344993,203.9132655,281.3069459,215.4080498,281.6207226,209.6606576
276.9602421,203.4888251,276.3185961,214.9701,276.6394191,209.2294626
272.0237283,203.0145072,271.2995459,214.5044817,271.6616371,208.7594944
267.0829034,202.4865503,266.2944244,213.996328,266.6886639,208.2414392
262.1725828,201.9286247,261.2697897,213.4173709,261.7211862,207.6729978
257.2833016,201.3146233,256.2377049,212.7812053,256.7605033,207.0479143
252.4056806,200.6133066,251.2152103,212.0745564,251.8104454,206.3439315
247.5096732,199.8171055,246.2371311,211.2904246,246.8734021,205.5537651
242.6882239,198.9635491,241.2074645,210.426211,241.9478442,204.69488
237.7211089,198.0450944,236.3393046,209.537938,237.0302068,203.7915162
232.935479,197.116371,231.3044716,208.5808982,232.1199753,202.8486346
227.989026,196.1151481,226.4475657,207.6096977,227.2182958,201.8624229
223.1553257,195.1020946,221.5001446,206.5426308,222.3277352,200.8223627
218.3442167,194.0465427,216.5526695,205.4147538,217.4484431,199.7306483
213.5217711,192.9249516,211.6425782,204.2395371,212.5821746,198.5822443
208.6886404,191.7407044,206.7708956,203.0124303,207.729768,197.3765674
203.8792384,190.4999632,201.906919,201.7187305,202.8930787,196.1093469
199.1584,189.2072023,196.985519,200.3609919,198.0719595,194.7840971
194.3731271,187.8265231,192.1595965,198.9807237,193.2663618,193.4036234
189.5941332,186.392882,187.3532197,197.5651781,188.4736764,191.97903
184.9339016,184.9456786,182.4531234,196.0801638,183.6935125,190.5129212
180.1400808,183.4047876,177.7133746,194.6029765,178.9267277,189.0038821
175.5266413,181.8549047,172.8313506,193.0170758,174.1789959,187.4359903
170.8513579,180.2066398,168.0586799,191.389119,169.4550189,185.7978794
166.1840229,178.5011596,163.318274,189.7046331,164.7511485,184.1028963
161.5132266,176.7474611,158.6166801,187.9717263,160.0649534,182.3595937
156.8399463,174.9505413,153.9533682,186.1872549,155.3966573,180.5688981
152.2410658,173.1451267,149.2590229,184.3001896,150.7500444,178.7226582
147.6452071,171.2930368,144.6059088,182.3503377,146.1255579,176.8216873
143.0817701,169.4026623,139.9595327,180.3447196,141.5206514,174.873691
138.5592234,167.4829081,135.3067032,178.288222,136.9329633,172.885565
133.9848252,165.4712967,130.7519261,176.2185823,132.3683757,170.8449395
129.5059752,163.4348786,126.1519111,174.0630355,127.8289432,168.748957
125.0580145,161.3260485,121.5673049,171.8809787,123.3126597,166.6035136
120.5758248,159.123136,117.0523574,169.7191843,118.8140911,164.4211601
116.1551282,156.9007933,112.4990248,167.5297224,114.3270765,162.2152579
111.6933787,154.6229609,108.0176604,165.3332727,109.8555195,159.9781168
107.248848,152.3310614,103.5362715,163.1166741,105.3925597,157.7238678
102.8195654,150.0408037,99.04957668,160.8787434,100.9345711,155.4597735
98.34580284,147.7372942,94.61595705,158.6371965,96.48087995,153.1872454
93.89240023,145.4531793,90.16929405,156.3619055,92.03084714,150.9075424
89.40910708,143.1797068,85.74108065,154.0983544,87.57509386,148.6390306
84.9540215,140.9558068,81.26316908,151.8277196,83.10859529,146.3917632
80.42403506,138.7223258,76.84103704,149.6048565,78.63253605,144.1635912
75.91280872,136.53922,72.36755049,147.3978543,74.14017961,141.9685372
71.26844636,134.3836316,67.94506159,145.3362932,69.60675397,139.8599624
66.42630608,132.3525589,63.56678234,143.4990086,64.99654421,137.9257837
61.4769936,130.6131517,59.08657162,141.914735,60.28178261,136.2639433
56.38933985,129.1837678,54.54984769,140.6354944,55.46959377,134.9096311
51.25468654,128.1154617,49.89902928,139.6536604,50.57685791,133.8845611
46.03386825,127.4211959,45.21210199,139.0087485,45.62298512,133.2149722
40.79024616,127.0754788,40.47866247,138.7092828,40.63445432,132.8923808
35.51878008,127.0839264,35.7526448,138.7601029,35.63571244,132.9220147
30.22615624,127.4749986,31.07893055,139.1583468,30.6525434,133.3166727
25.0145858,128.2412577,26.40434956,139.882503,25.70946768,134.0618803
19.78739079,129.4073952,21.87983297,140.9195104,20.83361188,135.1634528
14.68645569,130.9843416,17.42869795,142.2933631,16.05757682,136.6388524
9.769106969,132.9124752,13.02722519,143.9875875,11.39816608,138.4500313
5.042491361,135.1115033,8.667855313,145.9624324,6.855173337,140.5369679
0.544218461,137.4103049,4.275526308,148.2397295,2.409872384,142.8250172
-3.968557989,139.8345952,0.020752232,150.6236442,-1.973902878,145.2291197
-8.402280457,142.3038782,-4.23728817,153.0984651,-6.319784313,147.7011717
-12.74729971,144.751698,-8.56980721,155.6200159,-10.65855346,150.1858569
-17.09337301,147.2093456,-12.91278263,158.1118989,-15.00307782,152.6606223
-21.42645597,149.6663358,-17.27698562,160.5900545,-19.35172079,155.1281952
-25.76923454,152.1434937,-21.63201973,163.047175,-23.70062713,157.5953343
-30.1360855,154.6157574,-25.98439829,165.4712693,-28.0602419,160.0435134
-34.44789532,157.0736421,-30.38407873,167.9234149,-32.41598703,162.4985285
-38.83727367,159.5761734,-34.69459315,170.3514977,-36.76593341,164.9638355
-43.17897216,162.0552394,-39.05265992,172.8032312,-41.11581604,167.4292353
-47.53264981,164.5499933,-43.38791431,175.2583355,-45.46028206,169.9041644
-51.85360162,167.0314729,-47.75116629,177.7350583,-49.80238395,172.3832656
-56.21402253,169.5359043,-52.10012501,180.1444738,-54.15707377,174.840189
-60.55935818,172.0262961,-56.46904162,182.5592913,-58.5141999,177.2927937
-64.87416912,174.4841331,-60.88269946,184.9813478,-62.87843429,179.7327405
-69.21904423,176.9157311,-65.29148667,187.384236,-67.25526545,182.1499835
-73.54556303,179.24541,-69.77307138,189.789031,-71.65931721,184.5172205
-77.89052246,181.4200842,-74.33312896,192.1629656,-76.11182571,186.7915249
-82.27227962,183.4199414,-79.02693802,194.3601068,-80.64960882,188.8900241
-86.72956987,185.2548923,-83.8200046,196.3219665,-85.27478724,190.7884294
-91.27060862,186.9487826,-88.66559341,198.0750713,-89.96810101,192.511927
-95.8890235,188.4705316,-93.54606212,199.6770935,-94.71754281,194.0738126
-100.5266629,189.8012492,-98.52398711,201.0895871,-99.525325,195.4454182
-105.2292317,190.9467559,-103.5489025,202.2597416,-104.3890671,196.6032487
-109.9817052,191.9204176,-108.6044551,203.232763,-109.2930802,197.5765903
-114.769485,192.7026524,-113.691988,204.0211242,-114.2307365,198.3618883
-119.5658523,193.2869656,-118.8227689,204.6366319,-119.1943106,198.9617988
-124.4173578,193.677275,-123.93723,205.0611809,-124.1772939,199.3692279
-129.2062194,193.8591308,-129.1396126,205.2766424,-129.172916,199.5678866
-134.0450516,193.8243386,-134.299803,205.2832562,-134.1724273,199.5537974
-138.8506295,193.5800343,-139.4835679,205.082503,-139.1670987,199.3312687
-143.732746,193.1460575,-144.563249,204.6533785,-144.1479975,198.899718
-148.4842706,192.524912,-149.7296576,204.003269,-149.1069641,198.2640905
-153.2617806,191.6979555,-154.8029412,203.1148658,-154.0323609,197.4064107
-157.9601824,190.670958,-159.8744882,202.013065,-158.9173353,196.3420115
-162.6563489,189.428918,-164.8490638,200.7133673,-163.7527063,195.0711427
-167.2476873,188.0040768,-169.8199873,199.2144957,-168.5338373,193.6092862
-171.8399546,186.3695523,-174.6719025,197.5643235,-173.2559286,191.9669379
-176.2844682,184.5859592,-179.5360656,195.6969538,-177.9102669,190.1414565
-180.7131019,182.5940691,-184.2691899,193.6837097,-182.4911459,188.1388894
-185.1169381,180.4263394,-188.8801533,191.5253795,-186.9985457,185.9758594
-189.3618677,178.1649977,-193.4797378,189.1223448,-191.4208028,183.6436712
-193.5409468,175.7756765,-197.9743931,186.5362202,-195.7576699,181.1559483
-197.7739414,173.2050155,-202.2617118,183.8727585,-200.0178266,178.538887
-201.9601038,170.5425881,-206.4723901,181.1049335,-204.2162469,175.8237608
-206.0178728,167.8646896,-210.7224008,178.2171367,-208.3701368,173.0409132
-210.1097161,165.0982283,-214.8822837,175.3350239,-212.4959999,170.2166261
-214.2684975,162.2543965,-218.9376551,172.4757715,-216.6030763,167.365084
-218.361567,159.4475943,-223.0510613,169.5685425,-220.7063142,164.5080684
-222.4500416,156.6435651,-227.1733171,166.6646015,-224.8116793,161.6540833
-226.5516158,153.8309518,-231.3053189,163.8023911,-228.9284673,158.8166715
-230.6713436,151.0039414,-235.4254855,160.9637605,-233.0484145,155.983851
-234.8569002,148.1427221,-239.4944021,158.1806043,-237.1756512,153.1616632
-239.0142377,145.3035355,-243.603674,155.3933248,-241.3089559,150.3484302
-243.1551288,142.4783558,-247.7386276,152.6053953,-245.4468782,147.5418756
-247.2485728,139.675321,-251.9151621,149.7866879,-249.5818675,144.7310044
-251.3935851,136.8402928,-256.0361854,146.993999,-253.7148852,141.9171459
-255.4927469,134.036243,-260.2025669,144.1696622,-257.8476569,139.1029526
-259.6590765,131.1869785,-264.2995835,141.3872277,-261.97933,136.2871031
-263.7572237,128.3770975,-268.4537904,138.5493242,-266.1055071,133.4632108
-267.8737481,125.5450243,-272.5814956,135.7216843,-270.2276219,130.6333543
-272.006831,122.7031317,-276.6956616,132.9082772,-274.3512463,127.8057045
-276.1179777,119.8845526,-280.8409981,130.0850402,-278.4794879,124.9847964
-280.278891,117.0409361,-284.9465646,127.3014996,-282.6127278,122.1712178
-284.3750667,114.2465114,-289.1166332,124.4684203,-286.7458499,119.3574658
-288.4980884,111.4275787,-293.2541822,121.651509,-290.8761353,116.5395438
-292.6102678,108.6111157,-297.3966177,118.8234348,-295.0034427,113.7172752
-296.7443474,105.7880311,-301.5235729,116.0113781,-299.1339602,110.8997046
-300.9209148,102.9412525,-305.6127907,113.2299959,-303.2668528,108.0856242
-305.0048689,100.1526846,-309.8004414,110.3990296,-307.4026552,105.2758571
-309.1308541,97.32900368,-313.9440447,107.6001353,-311.5374494,102.4645695
-313.2500119,94.50464943,-318.0839426,104.7864712,-315.6669773,99.64556034
-317.4152973,91.64551755,-322.1658793,101.9902708,-319.7905883,96.81789417
-321.4727701,88.81647252,-326.3220158,99.11532205,-323.8973929,93.96589728
-325.3948162,85.97065693,-330.5344584,96.14527402,-327.9646373,91.05796548
-329.1404637,83.02970362,-334.760361,93.04980224,-331.9504124,88.03975293
-332.7428526,79.92113407,-338.8796914,89.80640499,-335.811272,84.86376953
-336.0834627,76.68958221,-342.8992962,86.271778,-339.4913795,81.4806801
-339.1577184,73.27616692,-346.6982089,82.42663959,-342.9279637,77.85140325
-341.9067652,69.68050107,-350.1947079,78.21819914,-346.0507366,73.94935011
-344.319179,65.89686061,-353.3378349,73.69300949,-348.828507,69.79493505
-346.4165016,61.94624886,-356.0876372,68.90195925,-351.2520694,65.42410405
-348.205788,57.88035483,-358.4239838,63.86255496,-353.3148859,60.87145489
-349.628172,53.81818775,-360.3954368,58.52247466,-355.0118044,56.17033121
-350.7487365,49.52447336,-361.8419183,53.15517197,-356.2953274,51.33982267
-351.475187,45.40711899,-362.8577404,47.42853733,-357.1664637,46.41782816
-351.8849679,40.99913752,-363.426395,41.88721861,-357.6556815,41.44317806
-351.9448376,36.79308423,-363.5751695,36.09894956,-357.7600036,36.44601689
-351.6380693,32.34511584,-363.2784259,30.5684296,-357.4582476,31.45677272
-351.0236478,28.12581073,-362.5507686,24.88101488,-356.7872082,26.50341281
-350.0851768,23.60420842,-361.5415398,19.5955466,-355.8133583,21.59987751
-348.9263692,18.77782764,-360.3898448,14.6930194,-354.658107,16.73542352
-347.7488824,14.06903139,-359.0807955,9.715953661,-353.4148389,11.89249253
-346.5331838,9.228543339,-357.787691,4.876333964,-352.1604374,7.052438652
-345.279493,4.311401792,-356.516747,0.117526833,-350.89812,2.214464313
-344.0841717,-0.364509362,-355.1830865,-4.881198458,-349.6336291,-2.62285391
-342.8087073,-5.350276176,-353.9340182,-9.571129685,-348.3713628,-7.46070293
-341.5957506,-10.07053199,-352.6368425,-14.53032538,-347.1162966,-12.30042868
-340.309019,-15.09815676,-351.4174827,-19.18329878,-345.8632508,-17.14072777
-339.1015132,-19.87775005,-350.143076,-24.09068241,-344.6222946,-21.98421623
-337.894499,-24.67001821,-348.8789059,-28.98811136,-343.3867024,-26.82906478
-336.624054,-29.65118928,-347.6731677,-33.69539699,-342.1486109,-31.67329314
-335.4056009,-34.39702247,-346.4138447,-38.63761474,-340.9097228,-36.5173186
-334.152235,-39.25224794,-345.1962732,-43.47219235,-339.6742541,-41.36222015
-332.8868448,-44.13626989,-343.9857352,-48.27673363,-338.43629,-46.20650176
-331.6538166,-48.91412889,-342.7410052,-53.18698829,-337.1974109,-51.05055859
-330.4076801,-53.73496066,-341.4859278,-58.04828243,-335.946804,-55.89162154
-329.1457678,-58.63742399,-340.2475548,-62.82817628,-334.6966613,-60.73280013
-327.9058368,-63.48943497,-338.9874353,-67.65859274,-333.446636,-65.57401386
-326.6734966,-68.3142012,-337.7190571,-72.51607706,-332.1962768,-70.41513913
-325.4241382,-73.19787243,-336.474873,-77.31650695,-330.9495056,-75.25718969
-324.1910574,-78.00012936,-335.2151743,-82.19854145,-329.7031158,-80.09933541
-322.947602,-82.82091165,-333.9463653,-87.0570182,-328.4469836,-84.93896493
-321.6847996,-87.64020844,-332.6636462,-91.90827082,-327.1742229,-89.77423963
-320.4123611,-92.45569373,-331.3726516,-96.75860794,-325.8925063,-94.60715084
-319.1232963,-97.36343177,-330.0960091,-101.5160665,-324.6096527,-99.43974916
-317.8857367,-102.2560431,-328.8082004,-106.2991706,-323.3469686,-104.2776068
-316.7344911,-107.8354469,-327.8394606,-110.4888955,-322.2869758,-109.1621712
-316.2748807,-114.3491207,-327.6517185,-113.9347973,-321.9632996,-114.141959
-318.6473606,-122.8409577,-327.8035718,-115.0157034,-323.2254662,-118.9283305
-323.8377518,-128.1373765,-328.6928698,-117.4676259,-326.2653108,-122.8025012
-329.6292436,-130.5363178,-331.3461677,-120.1550847,-330.4877056,-125.3457013
-335.1316768,-131.2375983,-335.6725045,-120.9033573,-335.4020907,-126.0704778
-340.2346942,-131.3187861,-340.5413838,-120.3921256,-340.388039,-125.8554559
-345.2496373,-131.242877,-345.515342,-120.1913627,-345.3824896,-125.7171199
