In_x,In_y,Out_x,Out_y,Center_x,Center_y,PositionIndex
120.4566951,13.96666012,121.0741712,1.094567552,120.7654332,7.530613838,122
121.4548483,14.02626956,122.0721414,1.159423279,121.7634949,7.592846419,123
122.4530624,14.08588075,123.0700498,1.224292053,122.7615561,7.655086404,124
123.4512769,14.14549197,124.0679583,1.289149717,123.7596176,7.717320844,125
124.4494455,14.20510044,125.0659125,1.354015531,124.757679,7.779557987,126
125.4476599,14.26471165,126.063821,1.418877366,125.7557404,7.841794509,127
126.4458742,14.32432286,127.0617294,1.483741968,126.7538018,7.904032412,128
127.4440858,14.3839339,128.0596409,1.548600154,127.7518633,7.966267025,129
128.4422573,14.44354255,129.0575921,1.613465446,128.7499247,8.028503995,130
129.4404719,14.50315376,130.0555007,1.67832311,129.7479863,8.090738435,131
130.4386816,14.56276469,131.0534134,1.743191597,130.7460475,8.152978145,132
131.436855,14.62237345,132.0513635,1.808046587,131.7441092,8.215210019,133
132.4350692,14.68198465,133.0492717,1.872915361,132.7421705,8.277450003,134
133.4332719,14.74159586,134.0471922,1.937773025,133.740232,8.339684443,135
134.4314545,14.80120706,135.0451319,2.002641798,134.7382932,8.401924428,136
135.4296293,14.86081778,136.0430804,2.067498924,135.7363548,8.464158351,137
136.4278351,14.92042947,137.0409969,2.132368236,136.734416,8.526398852,138
137.4260265,14.98003931,138.0389288,2.197224401,137.7324776,8.588631853,139
138.4242183,15.03964916,139.0368597,2.262090056,138.730539,8.650869609,140
139.4224327,15.09926037,140.0347683,2.326949378,139.7286005,8.713104876,141
140.4206225,15.15887011,141.0327014,2.391811436,140.726662,8.775340774,142
141.4188159,15.21848006,142.030631,2.456672855,141.7247235,8.837576459,143
142.4170303,15.27809128,143.0285395,2.521533049,142.7227849,8.899812162,144
143.4152446,15.33770248,144.0264479,2.586399293,143.7208462,8.962050884,145
144.413417,15.39731118,145.0243982,2.651264423,144.7189076,9.024287801,146
145.4116277,15.45692216,146.0223106,2.716122771,145.7169692,9.086522468,147
146.409842,15.51653337,147.020219,2.780987153,146.7150305,9.148760261,148
147.4080132,15.57614199,148.018171,2.8458464,147.7130921,9.210994197,149
148.4062118,15.63575386,149.0160952,2.910708037,148.7111535,9.27323095,150
149.4044103,15.695366,150.0140193,2.975574573,149.7092148,9.335470287,151
150.4025643,15.75497548,151.0119886,3.04043035,150.7072764,9.397702916,152
151.4007768,15.81458668,152.0098986,3.105299123,151.7053377,9.4599429,153
152.3989911,15.87419788,153.0078069,3.170164235,152.703399,9.522181057,154
153.3972048,15.93380905,154.0057161,3.235025518,153.7014604,9.584417283,155
154.3953743,15.99341758,155.0036698,3.29988425,154.699522,9.646650913,156
155.3935886,16.05302878,156.0015782,3.364749038,155.6975834,9.708888908,157
156.3918009,16.11263986,156.9994889,3.429607088,156.6956449,9.771123476,158
157.3899717,16.17224847,157.9974409,3.494472516,157.6937063,9.833360492,159
158.3881862,16.23185968,158.9953495,3.55933018,158.6917679,9.895594932,160
159.3864004,16.29147088,159.9932578,3.624198954,159.6898291,9.957834916,161
160.3845956,16.35108094,160.9911859,3.689055362,160.6878907,10.02006815,162
161.3827835,16.41069057,161.9891205,3.753922431,161.685952,10.0823065,163
162.3809929,16.47030209,162.9870342,3.818781681,162.6840135,10.14454189,164
163.3791704,16.52991298,163.9849792,3.883648869,163.6820748,10.20678092,165
164.3773444,16.58952366,164.9829284,3.948505944,164.6801364,10.2690148,166
165.3755495,16.64913539,165.9808457,4.013375307,165.6781976,10.33125535,167
166.3737417,16.70874527,166.9787768,4.078231521,166.6762592,10.3934884,168
167.3719327,16.76835508,167.9767085,4.14309694,167.6743206,10.45572601,169
168.3701471,16.8279663,168.9746171,4.207956448,168.6723821,10.51796137,170
169.3683615,16.8875775,169.9725255,4.272819918,169.6704435,10.58019871,171
170.3665363,16.94718635,170.9704737,4.33768032,170.668505,10.64243333,172
171.3647444,17.00679718,171.9683881,4.402548699,171.6665663,10.70467294,173
172.362959,17.0664084,172.9662967,4.467406363,172.6646278,10.76690738,174
173.3611322,17.12601715,173.9642463,4.532271357,173.6626892,10.82914425,175
174.3593421,17.18562809,174.9621594,4.597129841,174.6607508,10.89137896,176
175.3575564,17.24523929,175.9600678,4.661994037,175.6588121,10.95361666,177
176.3557708,17.3048505,176.9579763,4.726856278,176.6568735,11.01585339,178
177.3539269,17.36445974,177.9559433,4.791714871,177.6549351,11.07808731,179
178.3521254,17.42407188,178.9538673,4.856581593,178.6529964,11.14032674,180
179.3503241,17.48368403,179.9517916,4.921440277,179.6510579,11.20256215,181
180.3484911,17.5432926,180.9497474,4.986306194,180.6491193,11.2647994,182
181.3467054,17.6029038,181.9476557,5.051171119,181.6471806,11.32703746,183
182.3449198,17.66251501,182.9455642,5.116032632,182.645242,11.38927382,184
183.3430887,17.7221235,183.9435186,5.180891133,183.6433036,11.45150732,185
184.341303,17.7817347,184.941427,5.245756109,184.641365,11.5137454,186
185.3395175,17.84134592,185.9393356,5.310614112,185.6394265,11.57598001,187
186.3377146,17.90095609,186.937261,5.375481437,186.6374878,11.63821876,188
187.3359006,17.96056561,187.9351983,5.44033725,187.6355495,11.70045143,189
188.3341148,18.0201768,188.9331066,5.505206024,188.6336107,11.76269141,190
