InLat,InLon,OutLat,OutLon
34.73875518,126.4162562,34.73864695,126.4162625
34.73875625,126.4162781,34.73864812,126.4162843
34.73875732,126.4162999,34.73864928,126.4163061
34.73875839,126.4163217,34.73865045,126.416328
34.73875946,126.4163435,34.73865161,126.4163498
34.73876053,126.4163653,34.73865278,126.4163716
34.7387616,126.4163872,34.73865394,126.4163934
34.73876267,126.416409,34.73865511,126.4164152
34.73876375,126.4164308,34.73865627,126.4164371
34.73876482,126.4164526,34.73865744,126.4164589
34.73876589,126.4164745,34.73865861,126.4164807
34.73876696,126.4164963,34.73865977,126.4165025
34.73876803,126.4165181,34.73866094,126.4165243
34.7387691,126.4165399,34.7386621,126.4165461
34.73877017,126.4165618,34.73866327,126.416568
34.73877124,126.4165836,34.73866443,126.4165898
34.73877231,126.4166054,34.7386656,126.4166116
34.73877338,126.4166272,34.73866676,126.4166334
34.73877446,126.4166491,34.73866793,126.4166552
34.73877553,126.4166709,34.73866909,126.4166771
34.7387766,126.4166927,34.73867026,126.4166989
34.73877767,126.4167145,34.73867142,126.4167207
34.73877874,126.4167364,34.73867259,126.4167425
34.73877981,126.4167582,34.73867375,126.4167643
34.73878088,126.41678,34.73867492,126.4167861
34.73878195,126.4168018,34.73867609,126.416808
34.73878302,126.4168236,34.73867725,126.4168298
34.73878409,126.4168455,34.73867842,126.4168516
34.73878517,126.4168673,34.73867958,126.4168734
34.73878624,126.4168891,34.73868075,126.4168952
34.73878742,126.4169111,34.73868193,126.4169169
34.7387886,126.4169326,34.73868312,126.416939
34.73878984,126.4169553,34.73868426,126.4169599
34.73879099,126.4169769,34.73868545,126.416982
34.73879215,126.4169984,34.73868661,126.4170041
34.73879338,126.4170209,34.73868771,126.4170253
34.7387945,126.4170418,34.73868889,126.417048
34.73879571,126.4170643,34.73868998,126.4170691
34.73879686,126.417086,34.73869111,126.4170911
34.73879802,126.4171076,34.73869222,126.4171131
34.73879919,126.4171293,34.73869335,126.4171351
34.73880037,126.4171509,34.7386945,126.417157
34.73880155,126.4171726,34.73869565,126.417179
34.73880274,126.4171942,34.73869682,126.4172011
34.73880402,126.4172169,34.73869796,126.417222
34.73880526,126.4172385,34.73869917,126.417244
34.73880651,126.41726,34.73870038,126.4172661
34.73880777,126.4172815,34.73870159,126.4172883
34.73880911,126.4173041,34.73870272,126.4173093
34.73881037,126.4173255,34.73870393,126.4173315
34.73881165,126.417347,34.73870516,126.4173536
34.73881293,126.4173684,34.7387064,126.4173758
34.73881429,126.417391,34.73870759,126.4173968
34.73881556,126.4174124,34.73870884,126.417419
34.7388169,126.4174346,34.73871004,126.4174404
34.73881822,126.4174564,34.73871125,126.4174623
34.7388195,126.4174778,34.73871248,126.4174845
34.73882087,126.4175002,34.73871363,126.4175057
34.73882216,126.4175216,34.73871483,126.4175279
34.73882353,126.4175438,34.73871598,126.4175494
34.73882485,126.4175654,34.73871713,126.4175713
34.73882614,126.4175868,34.73871832,126.4175936
34.73882748,126.4176092,34.73871945,126.4176148
34.73882874,126.4176305,34.73872065,126.4176371
34.73883007,126.4176529,34.73872177,126.4176584
34.73883133,126.4176742,34.73872298,126.4176807
34.73883264,126.4176965,34.73872415,126.417702
34.73883387,126.4177178,34.73872539,126.4177243
34.73883518,126.4177401,34.73872657,126.4177456
34.73883643,126.4177614,34.73872783,126.417768
34.73883772,126.4177837,34.73872903,126.4177893
34.73883897,126.4178059,34.73873022,126.4178107
34.73884015,126.4178271,34.73873146,126.4178331
34.73884139,126.4178491,34.73873264,126.4178547
34.7388426,126.4178707,34.73873383,126.4178768
34.73884384,126.4178927,34.73873495,126.4178984
34.73884504,126.4179139,34.73873613,126.4179209
34.73884633,126.417936,34.73873724,126.4179423
34.73884763,126.4179582,34.73873835,126.4179638
34.7388489,126.4179798,34.73873948,126.4179858
34.73885015,126.4180014,34.73874063,126.4180079
34.73885144,126.4180235,34.73874173,126.4180295
34.73885271,126.4180455,34.73874284,126.418051
34.73885397,126.4180676,34.73874396,126.4180726
34.73885519,126.4180894,34.73874511,126.4180944
34.73885637,126.4181107,34.73874631,126.4181167
34.73885758,126.4181327,34.73874746,126.4181383
34.73885878,126.4181548,34.73874864,126.4181599
34.73885993,126.4181762,34.73874986,126.4181821
34.7388611,126.4181978,34.73875108,126.4182042
34.73886227,126.4182198,34.73875229,126.4182258
34.7388634,126.4182417,34.73875348,126.4182475
34.73886452,126.4182637,34.73875466,126.4182692
34.73886565,126.4182856,34.73875585,126.4182909
34.73886676,126.4183076,34.73875706,126.4183126
34.73886786,126.4183295,34.73875826,126.4183343
34.73886892,126.4183504,34.73875951,126.418357
34.73887007,126.4183723,34.73876073,126.4183787
34.73887124,126.4183942,34.73876195,126.4184004
34.73887243,126.4184161,34.73876317,126.4184222
34.73887364,126.418438,34.73876438,126.4184439
34.73887488,126.4184599,34.73876558,126.4184656
34.73887608,126.4184811,34.73876677,126.418488
34.73887733,126.418503,34.73876785,126.4185098
34.7388786,126.418525,34.73876885,126.4185314
34.73887988,126.4185471,34.73876979,126.418553
34.73888111,126.4185684,34.73877077,126.4185753
34.7388824,126.4185906,34.7387718,126.4185968
34.73888366,126.4186119,34.738773,126.4186191
34.73888497,126.4186341,34.73877426,126.4186405
34.73888628,126.4186563,34.7387756,126.4186619
34.73888756,126.4186777,34.73877712,126.4186841
34.73888887,126.4186991,34.73877876,126.4187062
34.73889029,126.4187213,34.7387805,126.4187276
34.73889168,126.4187427,34.73878251,126.4187497
34.73889311,126.4187641,34.73878475,126.4187719
34.73889466,126.4187861,34.73878695,126.4187934
34.73889626,126.4188073,34.73878925,126.4188157
34.73889811,126.4188278,34.73879162,126.4188386
34.73890041,126.4188476,34.73879415,126.4188621
34.73890326,126.4188664,34.73879695,126.4188864
34.73890697,126.4188852,34.73880036,126.4189105
34.73891158,126.4189034,34.73880479,126.4189345
34.73891713,126.4189207,34.73881055,126.4189587
34.73892361,126.4189372,34.73881776,126.4189826
34.7389305,126.4189519,34.73882698,126.4190069
34.73893867,126.4189663,34.73883749,126.4190298
34.73894703,126.4189786,34.73885009,126.419053
34.73895608,126.4189899,34.73886429,126.419075
34.73896586,126.4190002,34.73887972,126.4190957
34.7389771,126.4190102,34.73889565,126.4191142
34.73898773,126.4190182,34.73891362,126.4191324
34.73899859,126.419025,34.73893286,126.4191493
34.73900914,126.4190305,34.7389537,126.4191648
34.73901971,126.4190349,34.73897586,126.4191782
34.73903108,126.4190385,34.73899849,126.4191886
34.73904283,126.419041,34.7390217,126.4191959
34.73905651,126.4190429,34.7390436,126.4191999
34.73906978,126.419044,34.73906619,126.4192014
34.73908129,126.4190441,34.73909059,126.4192
34.73909518,126.4190433,34.73911242,126.4191962
34.73910938,126.4190416,34.73913355,126.4191903
34.73912159,126.4190394,34.73915605,126.4191814
34.73913434,126.4190359,34.73917729,126.4191709
34.73914569,126.4190317,34.73919909,126.4191583
34.73915697,126.4190266,34.73922013,126.4191445
34.73916937,126.4190197,34.73923907,126.4191301
34.73917986,126.4190127,34.7392587,126.4191133
34.73919127,126.4190036,34.73927611,126.4190963
34.73920228,126.4189933,34.73929239,126.4190782
34.73921122,126.4189836,34.73930851,126.4190567
34.73922153,126.4189699,34.73932078,126.4190364
34.73923008,126.4189564,34.73933195,126.4190134
34.73923756,126.4189421,34.73934124,126.4189891
34.73924451,126.4189255,34.73934865,126.4189657
34.73925042,126.4189083,34.73935511,126.4189418
34.73925543,126.418891,34.73936096,126.4189174
34.73925968,126.4188725,34.7393659,126.4188937
34.73926323,126.4188531,34.73937033,126.4188704
34.73926636,126.4188327,34.73937421,126.418848
34.739269,126.4188134,34.73937781,126.4188242
34.7392718,126.4187913,34.73938076,126.4188032
34.73927409,126.4187718,34.73938396,126.4187795
34.73927631,126.4187508,34.73938674,126.4187572
34.73927853,126.4187291,34.73938943,126.4187356
34.73928072,126.4187079,34.73939208,126.4187135
34.73928323,126.4186855,34.73939444,126.4186926
34.73928571,126.4186638,34.73939689,126.418671
34.7392885,126.4186412,34.73939929,126.4186503
34.73929124,126.4186194,34.73940181,126.4186289
34.73929419,126.4185968,34.73940418,126.4186083
34.73929714,126.4185749,34.73940666,126.418587
34.73930006,126.4185529,34.73940914,126.4185658
34.7393029,126.4185311,34.73941163,126.4185443
34.73930584,126.4185087,34.73941407,126.4185235
34.73930858,126.4184876,34.73941671,126.4185013
34.73931136,126.4184658,34.73941928,126.4184799
34.73931416,126.418444,34.73942189,126.4184585
34.73931686,126.4184227,34.73942465,126.4184365
34.73931956,126.4184014,34.73942745,126.4184147
34.73932234,126.4183797,34.73943023,126.4183932
34.73932508,126.4183579,34.73943308,126.4183718
34.73932768,126.4183371,34.7394361,126.4183494
34.73933043,126.4183153,34.73943904,126.418328
34.73933315,126.4182933,34.73944197,126.4183068
34.73933579,126.4182717,34.73944504,126.4182852
34.73933861,126.4182499,34.73944806,126.4182639
34.73934144,126.4182285,34.7394511,126.4182422
34.73934439,126.4182068,34.73945408,126.4182208
34.73934743,126.4181847,34.73945701,126.4181997
34.73935042,126.4181632,34.73946002,126.4181781
34.73935341,126.4181422,34.73946303,126.418156
34.73935655,126.4181205,34.73946593,126.4181346
34.73935968,126.4180987,34.73946878,126.4181133
34.73936271,126.4180774,34.73947161,126.4180915
34.73936572,126.4180558,34.73947436,126.4180699
34.73936861,126.4180345,34.73947707,126.418048
34.73937152,126.4180131,34.73947975,126.4180262
34.73937443,126.4179915,34.73948243,126.4180047
34.73937741,126.4179692,34.73948509,126.4179838
34.73938025,126.4179483,34.739488,126.4179614
34.73938327,126.4179263,34.73949096,126.4179404
34.73938658,126.4179043,34.73949449,126.4179195
34.73939049,126.4178813,34.7394984,126.4178999
34.7393953,126.417858,34.73950288,126.4178808
34.73940136,126.4178347,34.7395082,126.4178627
34.73940935,126.4178104,34.73951418,126.4178468
34.73941952,126.4177865,34.73952111,126.4178323
34.73943196,126.4177634,34.73952882,126.4178193
34.73944621,126.4177421,34.73953783,126.4178073
34.73946306,126.417722,34.73954718,126.4177975
34.73948271,126.4177038,34.73955655,126.41779
34.73950479,126.4176881,34.73956587,126.4177845
34.73952803,126.4176758,34.73957588,126.4177804
34.73955306,126.4176666,34.73958547,126.417778
34.73957524,126.4176617,34.73959879,126.4177767
34.73959968,126.4176593,34.7396102,126.4177772
34.73962426,126.4176599,34.73962141,126.4177792
34.73964776,126.4176629,34.73963337,126.4177826
34.73966911,126.4176678,34.73964692,126.4177877
34.73969162,126.417675,34.73965882,126.4177929
34.7397118,126.4176832,34.7396725,126.4177991
34.73972967,126.4176915,34.73968817,126.4178065
34.73974715,126.4176997,34.73970414,126.4178141
34.73976367,126.4177074,34.73972113,126.4178221
34.73978115,126.4177155,34.73973715,126.4178297
34.73979825,126.4177235,34.73975358,126.4178374
34.73981645,126.417732,34.73976896,126.4178444
34.73983308,126.4177397,34.73978594,126.4178522
34.73985002,126.4177475,34.73980267,126.4178596
34.73986755,126.4177555,34.73981884,126.4178667
34.73988479,126.4177634,34.73983532,126.417874
34.73990066,126.4177705,34.73985321,126.4178818
34.7399176,126.4177781,34.73987004,126.4178892
34.73993534,126.417786,34.73988606,126.4178962
34.73995269,126.4177938,34.73990244,126.4179035
34.73996928,126.4178014,34.73991952,126.4179112
34.73998647,126.4178093,34.73993597,126.4179187
34.74000358,126.4178172,34.73995246,126.4179262
34.74002018,126.417825,34.73996945,126.417934
34.74003716,126.417833,34.73998602,126.4179416
34.74005397,126.4178409,34.74000273,126.4179495
34.74007073,126.4178489,34.74001947,126.4179573
34.74008772,126.417857,34.74003597,126.417965
34.74010444,126.417865,34.74005274,126.4179729
34.74012119,126.417873,34.74006949,126.4179807
34.7401372,126.4178807,34.740087,126.4179888
34.74015452,126.4178889,34.74010323,126.4179962
34.74017111,126.4178967,34.7401202,126.418004
34.74018722,126.4179043,34.74013767,126.418012
34.74020415,126.4179122,34.74015434,126.4180196
34.74022026,126.4179196,34.74017191,126.4180275
34.74023479,126.4179257,34.7401913,126.4180357
34.74024937,126.4179312,34.74021101,126.4180434
34.74026347,126.4179356,34.74023159,126.4180504
34.74027705,126.417939,34.74025309,126.4180565
34.74028965,126.4179411,34.74027595,126.4180614
34.74030188,126.417942,34.74029951,126.4180641
34.74031373,126.4179417,34.74032357,126.4180643
34.74032434,126.4179404,34.74034873,126.4180615
34.74033666,126.4179376,34.74037167,126.4180561
34.74034784,126.417934,34.74039501,126.4180476
34.74035945,126.4179289,34.74041681,126.4180367
34.74036951,126.4179231,34.74043857,126.4180222
34.74038,126.4179155,34.74045783,126.4180053
34.74038983,126.4179065,34.74047523,126.4179858
34.74039907,126.4178962,34.74049064,126.4179643
34.74040758,126.4178845,34.74050386,126.4179413
34.74041569,126.4178704,34.74051441,126.417918
34.74042212,126.4178563,34.74052331,126.4178926
34.74042769,126.41784,34.74052991,126.4178677
34.74043167,126.4178236,34.74053487,126.4178418
34.74043441,126.4178055,34.74053799,126.4178169
34.7404358,126.4177878,34.74053975,126.4177909
34.74043626,126.4177675,34.74054012,126.4177675
34.74043609,126.4177471,34.74053983,126.4177442
34.74043565,126.4177267,34.74053908,126.4177209
34.74043489,126.4177064,34.74053813,126.4176976
34.74043407,126.4176858,34.74053727,126.4176745
34.74043307,126.4176645,34.7405364,126.4176522
34.74043198,126.4176439,34.74053557,126.4176292
34.74043076,126.4176214,34.74053475,126.4176082
34.74042968,126.4175999,34.740534,126.4175861
34.74042845,126.4175779,34.74053315,126.4175644
34.74042731,126.4175559,34.74053239,126.4175428
34.74042607,126.4175334,34.7405316,126.4175217
34.74042493,126.4175108,34.74053081,126.4175006
34.74042399,126.4174897,34.74052987,126.4174781
34.74042295,126.4174671,34.74052895,126.4174571
34.7404219,126.4174439,34.74052807,126.4174366
34.740421,126.4174228,34.74052709,126.4174141
34.74042007,126.4174006,34.74052615,126.4173926
34.74041911,126.4173781,34.74052524,126.4173715
34.74041818,126.4173559,34.74052433,126.41735
34.74041734,126.4173348,34.74052337,126.4173274
34.74041642,126.4173122,34.74052249,126.4173064
34.74041548,126.4172894,34.74052162,126.4172855
34.74041463,126.4172679,34.74052071,126.4172633
34.74041378,126.4172456,34.74051986,126.417242
34.740413,126.4172245,34.74051894,126.4172194
34.74041215,126.4172018,34.7405181,126.4171984
34.74041135,126.4171801,34.74051721,126.4171764
34.74041053,126.4171585,34.74051633,126.4171544
34.74040969,126.4171368,34.74051548,126.4171323
34.74040883,126.4171151,34.74051469,126.4171104
34.74040798,126.4170933,34.74051394,126.4170885
34.74040713,126.4170711,34.7405132,126.417067
34.74040636,126.4170493,34.7405125,126.4170452
34.74040558,126.4170274,34.74051178,126.4170233
34.74040481,126.4170055,34.74051104,126.4170015
34.74040407,126.4169829,34.74051033,126.4169805
34.74040341,126.4169617,34.74050956,126.416958
34.74040275,126.4169397,34.74050882,126.4169363
34.74040209,126.4169178,34.74050806,126.4169145
34.74040143,126.4168959,34.74050732,126.4168928
34.74040079,126.4168739,34.74050659,126.416871
34.74040012,126.416852,34.74050584,126.4168492
34.74039944,126.4168305,34.74050498,126.4168271
34.74039874,126.4168089,34.74050415,126.416805
34.740398,126.416787,34.74050335,126.4167832
34.74039721,126.416765,34.74050256,126.4167615
34.74039644,126.4167431,34.74050179,126.4167397
34.74039566,126.4167216,34.74050099,126.4167176
34.74039485,126.4166996,34.74050018,126.4166958
34.74039404,126.416678,34.7404994,126.4166737
34.74039323,126.4166561,34.74049861,126.416652
34.74039238,126.4166346,34.7404978,126.4166298
34.7403915,126.4166129,34.74049698,126.4166078
34.74039057,126.4165903,34.74049616,126.4165868
34.74038966,126.4165685,34.74049531,126.4165649
34.74038875,126.4165471,34.7404944,126.4165426
34.74038783,126.4165257,34.74049345,126.4165203
34.74038683,126.4165034,34.74049248,126.416499
34.74038585,126.4164812,34.74049141,126.4164775
34.74038489,126.4164599,34.74049022,126.4164552
34.74038391,126.4164378,34.74048901,126.4164336
34.74038295,126.4164167,34.74048773,126.4164111
34.74038192,126.416394,34.74048651,126.4163901
34.74038094,126.416373,34.74048512,126.4163675
34.74037987,126.4163512,34.74048372,126.4163457
34.74037872,126.4163298,34.74048222,126.4163235
34.74037743,126.4163083,34.74048069,126.4163014
34.74037598,126.4162866,34.74047914,126.4162795
34.74037437,126.4162642,34.74047762,126.4162583
34.74037282,126.4162433,34.74047592,126.4162357
34.74037112,126.4162216,34.74047428,126.4162139
34.74036936,126.4161999,34.74047258,126.416192
34.74036752,126.4161784,34.7404708,126.41617
34.74036563,126.4161571,34.74046893,126.4161479
34.74036364,126.4161353,34.740467,126.4161262
34.74036163,126.4161135,34.74046498,126.4161045
34.74035961,126.4160922,34.74046281,126.4160824
34.74035743,126.4160704,34.74046065,126.4160608
34.74035523,126.4160493,34.7404583,126.4160385
34.7403529,126.4160282,34.7404559,126.4160163
34.74035038,126.4160065,34.74045342,126.4159947
34.74034779,126.4159855,34.74045075,126.4159725
34.74034506,126.4159644,34.74044796,126.4159504
34.74034213,126.4159428,34.74044514,126.4159288
34.7403391,126.4159211,34.74044224,126.4159073
34.74033605,126.4159001,34.74043916,126.4158852
34.74033297,126.4158792,34.74043594,126.4158631
34.74032972,126.4158575,34.74043279,126.4158418
34.74032641,126.4158358,34.74042959,126.4158205
34.74032304,126.4158143,34.74042632,126.415799
34.74031971,126.4157934,34.74042288,126.415777
34.74031638,126.4157726,34.74041936,126.4157548
34.74031279,126.4157507,34.74041599,126.4157338
34.74030922,126.4157294,34.74041242,126.4157122
34.74030573,126.4157088,34.74040863,126.4156901
34.74030204,126.4156872,34.74040489,126.4156689
34.74029828,126.4156657,34.74040105,126.4156476
34.74029462,126.4156451,34.74039697,126.4156255
34.74029075,126.4156237,34.74039297,126.4156043
34.74028676,126.4156022,34.74038891,126.4155831
34.74028269,126.4155808,34.74038477,126.415562
34.74027872,126.4155604,34.74038037,126.4155399
34.7402744,126.4155387,34.74037613,126.4155191
34.74027017,126.4155178,34.74037166,126.4154976
34.74026592,126.4154971,34.74036704,126.4154759
34.7402615,126.4154762,34.74036239,126.4154545
34.74025694,126.415455,34.74035772,126.4154334
34.74025229,126.415434,34.74035297,126.4154123
34.7402477,126.4154137,34.740348,126.4153904
34.7402428,126.4153926,34.74034316,126.4153694
34.74023806,126.4153725,34.74033802,126.4153475
34.74023292,126.4153511,34.74033312,126.4153269
34.74022793,126.4153306,34.74032798,126.4153055
34.7402227,126.4153094,34.74032295,126.4152847
34.74021751,126.4152888,34.74031774,126.4152635
34.7402122,126.4152679,34.74031253,126.4152426
34.74020704,126.4152479,34.74030707,126.4152208
34.74020152,126.4152268,34.74030185,126.4152002
34.74019611,126.4152064,34.74029638,126.4151789
34.74019052,126.4151856,34.74029094,126.4151581
34.74018484,126.4151649,34.74028542,126.4151373
34.74017928,126.4151451,34.74027955,126.4151156
34.74017338,126.4151244,34.74027381,126.4150949
34.74016737,126.4151038,34.74026799,126.4150742
34.7401615,126.4150839,34.74026189,126.4150529
34.74015514,126.4150627,34.74025609,126.4150329
34.74014915,126.4150429,34.7402498,126.4150116
34.74014285,126.4150224,34.74024366,126.4149911
34.7401365,126.4150019,34.74023745,126.4149707
34.74013009,126.4149813,34.74023117,126.4149503
34.74012392,126.4149617,34.74022452,126.4149291
34.74011726,126.4149408,34.7402182,126.4149092
34.74011084,126.4149208,34.74021148,126.4148886
34.74010438,126.4149008,34.74020462,126.4148679
34.74009785,126.4148807,34.74019769,126.4148474
34.74009111,126.4148603,34.74019081,126.4148274
34.7400844,126.4148403,34.74018373,126.414807
34.74007769,126.4148204,34.74017651,126.4147866
34.74007075,126.4148001,34.74016942,126.4147667
34.74006407,126.4147807,34.74016199,126.4147459
34.74005703,126.4147604,34.7401548,126.414726
34.74005017,126.414741,34.74014724,126.4147054
34.74004295,126.4147208,34.7401399,126.4146856
34.74003563,126.4147006,34.74013253,126.4146659
34.74002855,126.4146813,34.74012474,126.4146453
34.74002108,126.4146612,34.74011721,126.4146257
34.74001381,126.414642,34.74010928,126.4146053
34.74000632,126.4146225,34.74010143,126.4145852
34.73999864,126.4146029,34.74009368,126.4145654
34.73999107,126.4145838,34.74008568,126.414545
34.73998307,126.414564,34.74007801,126.4145255
34.73997508,126.4145444,34.74007026,126.4145058
34.73996721,126.4145252,34.74006233,126.4144857
34.73995931,126.4145061,34.74005437,126.4144656
34.73995115,126.4144865,34.74004656,126.414446
34.73994292,126.4144669,34.74003872,126.4144265
34.73993465,126.4144473,34.74003086,126.4144071
34.7399267,126.4144285,34.74002265,126.4143868
34.73991839,126.4144089,34.74001474,126.4143674
34.73991008,126.4143893,34.74000682,126.414348
34.73990178,126.4143698,34.73999885,126.4143285
34.73989349,126.4143503,34.73999085,126.414309
34.73988523,126.4143308,34.73998281,126.4142896
34.739877,126.4143113,34.73997469,126.4142701
34.73986881,126.4142919,34.73996651,126.4142506
34.73986063,126.4142725,34.73995828,126.414231
34.73985228,126.4142527,34.73995027,126.414212
34.73984412,126.4142332,34.7399421,126.4141925
34.73983594,126.4142135,34.73993398,126.4141732
34.73982787,126.414194,34.73992582,126.4141537
34.73981995,126.4141747,34.73991756,126.4141339
34.73981187,126.414155,34.73990954,126.4141146
