DeltaTimeStamp,DeltaGPS_Speed,PositionIndex,TimeStamp,GPS_Speed,DeltaTimeDelta
-0.0112765008579,0.250652075982,80,2.3359369635,138.04184854,0.000746365477191
-0.0112643717728,0.251435267835,81,2.36184967485,138.201569575,0.000468074719962
-0.0113021233679,0.255638061856,82,2.38770659725,138.361265793,-0.00146001888792
-0.0113805120605,0.258906868185,83,2.41351206686,138.51842322,-0.00303767743115
-0.0114465781953,0.259206611523,84,2.43931000612,138.673400776,-0.00256090744699
-0.0114426425449,0.254943059422,85,2.46514993318,138.826938839,0.000152308881171
-0.0113152707739,0.247465528116,86,2.49108097138,138.979757535,0.00491194259172
-0.0110640956515,0.242699681518,87,2.51710492885,139.132632683,0.00965168816982
-0.0107644420836,0.247004214853,88,2.54314871877,139.286430972,0.0115057589087
-0.0104984774682,0.266402354476,89,2.56913276438,139.441990985,0.0102356892111
-0.010344329263,0.299530684235,90,2.59498005054,139.600009131,0.00596380619264
-0.0103175579337,0.334530781982,91,2.62067444828,139.758745471,0.00104191308711
-0.0103693285649,0.356627964656,92,2.64626403038,139.91389203,-0.00202311358751
-0.0104497298319,0.351577078537,93,2.67179789365,140.061065106,-0.00314880933182
-0.0105134795306,0.314860136801,94,2.69732137167,140.196313953,-0.00249768854646
-0.0105470980599,0.256263956429,95,2.72284873445,140.322112476,-0.00131696053182
-0.0105625068935,0.191030216759,96,2.74836888471,140.446200103,-0.000603790866761
-0.0105715067617,0.134153100013,97,2.77387065791,140.576449537,-0.000352911465281
-0.0105823586992,0.0957004559682,98,2.79934401983,140.719932142,-0.000426011203586
-0.0105941724519,0.073500914403,99,2.82478651687,140.874253412,-0.000464331493354
-0.0106015253569,0.0590620330792,100,2.85020072767,141.030754512,-0.000289322580733
-0.0105993825096,0.0439433004935,101,2.87558949813,141.180748467,8.44013831834e-05
-0.0105859695042,0.021648456922,102,2.90095559548,141.316699489,0.000528776865225
-0.0105630856149,-0.00338407551507,103,2.92630001664,141.441568676,0.000902916231825
-0.0105339513947,-0.0209135351917,104,2.95162272812,141.564128921,0.00115051740261
-0.010502346851,-0.0213569621016,105,2.97692326875,141.69314491,0.00124916475694
-0.010471842559,-0.00164828581748,106,3.00220091603,141.836005208,0.00120676942873
-0.0104460762632,0.0280666826647,107,3.02745457081,141.989347975,0.00102029967817
-0.0104283067121,0.052511740732,108,3.05268289033,142.144651243,0.000704349374434
-0.0104208284146,0.0577477592608,109,3.07788405619,142.293438726,0.000296744107699
-0.0104176929999,0.0403153337223,110,3.10305627164,142.428692966,0.000124558553772
-0.0104076886181,0.0107659840952,111,3.12819942607,142.553520966,0.000397896844878
-0.0103787016913,-0.0160639867412,112,3.15331414994,142.675406428,0.00115418058826
-0.0103238935934,-0.026602415558,113,3.17840114388,142.801771687,0.00218472161328
-0.0102720915943,-0.0160181534254,114,3.2034612241,142.93896349,0.0020671122642
-0.0102661940014,0.0104402679642,115,3.22849579145,143.086362282,0.000235577981415
-0.0103497170167,0.0446731810597,116,3.253506439,143.240498181,-0.00333949831406
-0.0105548607302,0.0792715217519,117,3.2784944475,143.397923988,-0.00820968639728
-0.0108368803767,0.111189044653,118,3.30346076652,143.555253654,-0.0112960042783
-0.0111218827342,0.139409685075,119,3.3284049943,143.709421715,-0.0114255835073
-0.0113381423089,0.163037027612,120,3.35332612075,143.857496913,-0.00867776081863
-0.0114283855422,0.180569382732,121,3.37822273559,143.996575014,-0.00362471902029
-0.0114137816307,0.187761340203,122,3.40309378612,144.124675352,0.000587185149128
-0.0113401381124,0.185309012296,123,3.42794179701,144.246080571,0.00296375909648
-0.0112492429473,0.176597751337,124,3.45277077773,144.367696522,0.00366084964044
-0.0111763231764,0.165694037274,125,3.47758462091,144.496394831,0.00293867299322
-0.0111215615195,0.159827065887,126,3.50238569163,144.637798211,0.00220803599826
-0.0110817148746,0.158783706596,127,3.52716535042,144.788349184,0.00160803848313
-0.0110581561048,0.15822890368,128,3.55191007373,144.940355909,0.000952072466504
-0.0110528359003,0.153555558318,129,3.57660702321,145.086225355,0.000215419500515
-0.0110734012806,0.138513228864,130,3.60124762101,145.219460443,-0.000834613692348
-0.0110984323642,0.114499940839,131,3.62585675136,145.342428104,-0.00101714620778
-0.0110892337438,0.0874139887422,132,3.65047635944,145.461987338,0.000373629848622
-0.0110054609683,0.0633414855229,133,3.67514967135,145.585076974,0.00339527890594
-0.0108101353588,0.0487126491669,134,3.69991428473,145.718082804,0.00788728685187
-0.0105302217439,0.0444163600556,135,3.72474268072,145.861381662,0.011273930665
-0.010231304544,0.0477679053646,136,3.74956878279,146.011777156,0.0120404402989
-0.00997856808621,0.055864710005,137,3.77432688324,146.165938776,0.0102082329939
-0.00983056506068,0.0648623916328,138,3.79895707847,146.320519303,0.00600900740416
-0.00978353281153,0.0707654722917,139,3.82346126078,146.472607531,0.00191935599283
-0.00979378185046,0.0698634044639,140,3.84788133059,146.619575575,-0.000419697364187
-0.00981916443003,0.058619585074,141,3.8722578707,146.758792797,-0.00104127080615
-0.00982307743225,0.0364559407058,142,3.89662847935,146.887891208,-0.000160562350983
-0.00979658528163,0.00940039225947,143,3.92100514155,147.008944958,0.00108678335051
-0.009751854474,-0.0128297987723,144,3.94537878275,147.127681768,0.00183521236125
-0.00970191446363,-0.0206413631477,145,3.96973936933,147.249924475,0.00205003316333
-0.00965781961507,-0.00964266055237,146,3.99407674588,147.381311123,0.00181181601355
-0.00962333073702,0.0146825957528,147,4.01838582954,147.522921729,0.0014187650402
-0.0095966719581,0.0417130904372,148,4.04266702696,147.670919623,0.00109791862634
-0.00957578910637,0.0607614113817,149,4.06692112739,147.82125612,0.000861002938023
-0.00956003159197,0.0664082728507,150,4.09114905411,147.969966378,0.000650386415202
-0.00955117226463,0.063053564882,151,4.11535153747,148.1153762,0.000366050343135
-0.0095517017804,0.0590379443842,152,4.13952900944,148.259184593,-2.19012050693e-05
-0.009564620793,0.0628995872065,153,4.163681788,148.403349408,-0.000534887221063
-0.00958887857636,0.0801871570494,154,4.18781003423,148.549797466,-0.00100536869213
-0.00961424430063,0.108538229763,155,4.21191422153,148.698708469,-0.00105233683909
-0.00962888634547,0.141095419282,156,4.23599552554,148.846530356,-0.000608025413839
-0.00962148936134,0.170555120918,157,4.26005514812,148.989243341,0.000307443896779
-0.00959054305001,0.189960140198,158,4.28409412103,149.122862704,0.00128733916576
-0.00956521748282,0.195429968355,159,4.30811318477,149.245500377,0.00105439443693
-0.00958170549649,0.190223426797,160,4.33211220236,149.362231878,-0.0006870286921
-0.00967676664161,0.178958115915,161,4.35609093674,149.479567949,-0.00396439376786
-0.00987468267533,0.166774334691,162,4.3800495018,149.603965693,-0.00826076324736
-0.0101362915885,0.160363962213,163,4.40398805244,149.740348911,-0.0109283522251
-0.0104024191412,0.159014576637,164,4.42790645311,149.885238268,-0.0111264777447
-0.0106149615568,0.159153819803,165,4.45180447715,150.032272066,-0.0088937233967
-0.0107236189955,0.156969802332,166,4.47568196202,150.175138896,-0.00455062329019
-0.0107379713555,0.14684736428,167,4.49953885139,150.308117508,-0.000601602319473
-0.0106955220823,0.127688220328,168,4.52337586515,150.431151123,0.00178081338872
-0.0106319375625,0.101680728186,169,4.54719415906,150.547440622,0.00266956650989
-0.0105805849938,0.07112679313,170,4.57099474188,150.660202846,0.00215761811969
-0.0105512310186,0.0394992486716,171,4.59477828774,150.772599669,0.00123421357553
-0.0105389842193,0.0104443246373,172,4.61854064494,150.886968548,0.000515386551339
-0.0105429602814,-0.0131693713165,173,4.64227298255,151.004846191,-0.000167537737483
-0.0105623100102,-0.0285823512886,174,4.66596643371,151.127713629,-0.000816669918527
-0.010601131627,-0.035326152379,175,4.68961253065,151.257009803,-0.0016417769451
-0.0106552079075,-0.0371727838175,176,4.7132187085,151.393121337,-0.00229076815605
-0.0106935288068,-0.0399181754148,177,4.73681963705,151.534634597,-0.00162370303069
-0.0106817800505,-0.0494786971593,178,4.76045302966,151.679974033,0.000497125253372
-0.0105832203285,-0.0685753216374,179,4.78415746824,151.827599608,0.004157859367
-0.0103767714337,-0.0918896394291,180,4.80795182305,151.975656427,0.00867638128643
-0.010106083681,-0.113812974324,181,4.83178955816,152.121234506,0.0113554308535
-0.00982806486937,-0.129002272852,182,4.85561082231,152.261238165,0.011671035166
-0.00959976317899,-0.133782819601,183,4.87935640745,152.39271135,0.00961448998048
-0.00947193243487,-0.133203466888,184,4.90297773477,152.513704331,0.00541166643006
-0.00943327795931,-0.129717945243,185,4.92648972794,152.628146696,0.00164403227254
-0.00944876499644,-0.123529785719,186,4.94993094998,152.742160853,-0.000660675331226
-0.0094848741795,-0.114613160844,187,4.97333805766,152.861730572,-0.00154265890291
-0.00950644423858,-0.0991063764003,188,4.99674496287,152.992320579,-0.000921525459214
-0.00950052435859,-0.0766741617566,189,5.02016032159,153.132848996,0.000252820384256
-0.00947330527652,-0.0519223731036,190,5.04357352224,153.277239553,0.001162552804
-0.00943153680498,-0.0295902007048,191,5.06697336245,153.419298211,0.00178498960514
-0.00938352343169,-0.0147384734996,192,5.09034861631,153.552900703,0.00205402574781
-0.00933420325298,-0.00926034422031,193,5.11369359745,153.675644587,0.00211266731891
-0.00928001234359,-0.00928672731837,194,5.13701127404,153.790935487,0.00232402697483
-0.00921668250634,-0.0104736405912,195,5.16030529324,153.90266205,0.00271871662425
-0.00914239362455,-0.00931239971072,196,5.18357913495,154.014663735,0.00319194753989
-0.00906334282086,-0.00589164902459,197,5.20683561557,154.129710401,0.00339908711921
-0.00898946314278,-0.00456529937239,198,5.23007528849,154.24681442,0.00317903261069
-0.0089312051829,-0.0105152006561,199,5.2532981684,154.364160545,0.00250864492725
-0.00889803541672,-0.0282597759375,200,5.2765040538,154.47994716,0.00142936869712
-0.00888936501384,-0.0564504289513,201,5.2996926872,154.592733753,0.000373907454019
-0.00889933592615,-0.0877185162435,202,5.3228639827,154.704327735,-0.000430313113803
-0.0089218638747,-0.11294281671,203,5.34601794663,154.818271436,-0.000972962928081
-0.00895107171616,-0.12315365179,204,5.36915459483,154.938100859,-0.00126240591176
-0.00898990232111,-0.113853656979,205,5.3922739517,155.067225557,-0.00167957115573
-0.00905147767836,-0.0893741475793,206,5.41537609804,155.205263313,-0.00266535222973
-0.00914950294202,-0.0590404238644,207,5.43846118583,155.347130072,-0.00424625907999
-0.00929762308602,-0.0324657338066,208,5.46152955219,155.487469189,-0.00642092039542
-0.00949586552126,-0.0171667075115,209,5.4845818821,155.620963822,-0.00859967022844
-0.00970843064827,-0.0131469873009,210,5.507618392,155.744185368,-0.00922731472269
-0.00989528348736,-0.0136423448054,211,5.53063772094,155.859552941,-0.00811721486899
-0.010018057471,-0.0108979404623,212,5.55363824586,155.970611612,-0.00533787746403
-0.0100455893391,0.00188016459029,213,5.57661856731,156.080878613,-0.00119806279108
-0.00999558732449,0.0248885868635,214,5.59957748941,156.193516108,0.00217789033754
-0.00990533824567,0.0525506419833,215,5.62251500381,156.308557445,0.00393456227428
-0.00981037214676,0.0777329136085,216,5.64543172658,156.424374875,0.00414396508134
-0.00974488598177,0.0935115448245,217,5.66832816781,156.53933862,0.00286010233295
-0.00972534025819,0.0969484782342,218,5.69120476344,156.651872563,0.000854398263244
-0.00974685934236,0.0915146380322,219,5.71406292293,156.762311512,-0.000941418059812
-0.00980202074379,0.0835983952138,220,5.73690540948,156.873638954,-0.00241485975361
-0.00988321352314,0.0798180327751,221,5.75973502753,156.989026514,-0.00355646683081
-0.00998044549194,0.0858463780803,222,5.78255444672,157.111630305,-0.00426093092076
-0.0100777327949,0.103152230321,223,5.80536440149,157.243365976,-0.00426512476201
-0.0101653003584,0.127623650447,224,5.82815789433,157.381152697,-0.00384177905999
-0.0102355408684,0.153905149675,225,5.85092600306,157.520656348,-0.00308503929057
-0.0102824992385,0.176809639052,226,5.87365998962,157.657592123,-0.00206555810012
-0.0103162347311,0.192501740174,227,5.89635274281,157.78786228,-0.00148661964306
-0.0103343542119,0.200239645698,228,5.91901979046,157.909789598,-0.000799375422542
-0.010317068025,0.201115965818,229,5.94169385886,158.023532459,0.000762376941676
-0.0102432007221,0.196180519703,230,5.96440867498,158.129232961,0.00325194368604
-0.0100856053219,0.185079853025,231,5.98719858905,158.226957926,0.00691513797197
-0.00983342014156,0.166335624534,232,6.01007265181,158.317892434,0.0110249404753
-0.00953137239475,0.140763037219,233,6.03298344207,158.405724778,0.0131836459349
-0.00923153622687,0.10952273253,234,6.05587615052,158.494468266,0.0130974527746
-0.00898542659671,0.0744607245378,235,6.07869688222,158.588086241,0.0107844758615
-0.00883797507307,0.0410429381382,236,6.10140041727,158.689946583,0.00649465042968
-0.00877760588774,0.0122892870884,237,6.12399878903,158.799466638,0.00267139535349
-0.00876908181446,-0.0104373410562,238,6.14652767221,158.914432684,0.000378361999473
-0.00877848052765,-0.0258154960157,239,6.1690214155,159.032725445,-0.000417836776688
-0.00877346275666,-0.0360518941212,240,6.19151286436,159.152296344,0.000223096831895
-0.0087406936226,-0.047631285074,241,6.21401595274,159.270994934,0.00145620607814
-0.00869166998303,-0.0673939775521,242,6.23651977247,159.386534596,0.00217845859756
-0.00863948900303,-0.102144234532,243,6.25901178223,159.496633686,0.00231997854061
-0.00859593334399,-0.15663351497,244,6.28147958089,159.599044832,0.00193858150953
-0.00856544969823,-0.226392299439,245,6.30391330718,159.692484543,0.00135883113545
-0.00853953814634,-0.300381917328,246,6.32631483937,159.780137438,0.00115668659066
-0.0085064651213,-0.366387210276,247,6.34868947021,159.866483459,0.00147814841118
-0.00845550899268,-0.412639410125,248,6.37104246908,159.955952649,0.00227961039691
-0.00839457383149,-0.43448961366,249,6.39337904704,160.052823782,0.00272804371809
-0.00835017114239,-0.436939060243,250,6.41570328633,160.15828371,0.00198899001785
-0.00835109769746,-0.428501103918,251,6.43801808529,160.270276738,-4.15219995629e-05
-0.00842697238146,-0.417863123395,252,6.46032627619,160.386599173,-0.00340120291837
-0.00859195828766,-0.411579154378,253,6.48263067127,160.505058025,-0.00739701326043
-0.00880497280398,-0.408681794812,254,6.50493430024,160.62346276,-0.00955066624696
-0.00901195599276,-0.406545733853,255,6.52724107088,160.739627621,-0.00927894010622
-0.00915905642127,-0.402607945262,256,6.54955512727,160.851365917,-0.00659227645226
-0.00919530501137,-0.394717591402,257,6.57188075736,160.956473032,-0.00162363122389
-0.00911390586263,-0.386243673835,258,6.59422175549,161.052892786,0.00364348755843
-0.00895422665576,-0.381685490363,259,6.61657000265,161.141883665,0.00714504389241
-0.00876707278874,-0.382422371277,260,6.63890604982,161.227856747,0.00837900572105
-0.00860226731594,-0.389608471144,261,6.66121021258,161.315317398,0.00738900063439
-0.00850097913561,-0.402070573731,262,6.68346318832,161.408716093,0.00455166902219
-0.00847266575235,-0.412745426699,263,6.70565233181,161.51112315,0.00127600163
-0.00849836569586,-0.418087734646,264,6.72778862818,161.620701076,-0.00116098660239
-0.00855387775738,-0.415628754487,265,6.74988827525,161.734526062,-0.00251189810214
-0.00861573560135,-0.403098535672,266,6.7719670055,161.84974201,-0.00280169390489
-0.00866566592851,-0.382571187565,267,6.79403998471,161.963608683,-0.00226205654757
-0.00869655878322,-0.357996381335,268,6.81611500898,162.075167367,-0.00139944827884
-0.00870844929589,-0.331713531326,269,6.83819283202,162.185161919,-0.000538572695399
-0.00870161485875,-0.305967012803,270,6.86027395026,162.294405689,0.000309514992223
-0.00867625587582,-0.282279137445,271,6.8823589074,162.403714635,0.00114824687108
-0.00863341103237,-0.259904862229,272,6.90444731192,162.513715027,0.00193969842465
-0.00857799687253,-0.238361405368,273,6.92653487362,162.624245675,0.0025088400693
-0.00851593230564,-0.217374426224,274,6.94861629923,162.734941596,0.00281071376404
-0.00845304535522,-0.196675118757,275,6.97068636082,162.845439706,0.00284942342264
-0.00839422245276,-0.176091160552,276,6.99274022794,162.955393792,0.00266723754736
-0.008333660554,-0.15511455126,277,7.01478323474,163.064902661,0.00274744272949
-0.00825421324229,-0.132747863797,278,7.03683202951,163.174560477,0.00360324963411
-0.00813797656951,-0.107964836763,279,7.05890400248,163.284993187,0.00526625657542
-0.00796680232291,-0.0801189793269,280,7.08101688669,163.396840145,0.00774092809616
-0.00773042276766,-0.0507143650404,281,7.10318098225,163.510341129,0.0106649763614
-0.00745590197078,-0.023738377886,282,7.12536937919,163.623739059,0.012372268155
-0.00718175441025,-0.00377898433339,283,7.14754368471,163.734662866,0.0123632986036
-0.00694573330483,0.00469657131529,284,7.16966623652,163.840805937,0.0106688011168
-0.006783943601,-0.000830655446862,285,7.1917006025,163.939956797,0.00734260763325
-0.00670432059003,-0.0185235413279,286,7.21363797917,164.031860252,0.00362955936704
-0.00668007553105,-0.0439339213766,287,7.23550426935,164.118718366,0.00110878703103
-0.00668268576013,-0.0725058175032,288,7.25732716185,164.202857698,-0.000119609674683
-0.00668497597768,-0.100034354649,289,7.27913321069,164.286519172,-0.000105026709155
-0.00666466227857,-0.124399752013,290,7.30094546809,164.371651866,0.000931297422805
-0.00662159782436,-0.146037827833,291,7.32276543136,164.458398705,0.00197362633852
-0.00656428823218,-0.166106065832,292,7.34458597308,164.546179701,0.00262640556445
-0.00650124819501,-0.185761119347,293,7.36639996433,164.634410663,0.00288989009126
-0.0064386087826,-0.205935730045,294,7.38820032207,164.722507319,0.0028733203898
-0.00637465393805,-0.226886717976,295,7.40998305105,164.810105732,0.00293603453582
-0.00630123765117,-0.24839495666,296,7.43175005349,164.897263017,0.00337282485618
-0.00620977988851,-0.27019653056,297,7.45350389131,164.984083404,0.00420421276546
-0.0060931619535,-0.292039906127,298,7.47524710651,165.070669795,0.00536341722728
-0.00596315621177,-0.313811148462,299,7.49698199947,165.157127971,0.0059814300437
-0.00584779355224,-0.335458939972,300,7.51870806731,165.243602425,0.00530987293232
-0.00577763791799,-0.356909623193,301,7.54042297032,165.330262996,0.00323075973246
-0.00578392592894,-0.378091285648,302,7.56212435246,165.417279044,-0.000289751634428
-0.00588539314633,-0.3988791627,303,7.58380988032,165.50481857,-0.00467902916774
-0.00605044378376,-0.41912220783,304,7.60547790827,165.592860776,-0.00761724314834
-0.00623290767687,-0.439257476673,305,7.62712911953,165.680744276,-0.00842742195693
-0.00638649983708,-0.459864458508,306,7.64876468922,165.767672552,-0.00709905782099
-0.0064660540144,-0.48153268655,307,7.67038577651,165.852855018,-0.00367947163108
-0.00645782921998,-0.50521475349,308,7.69199351759,165.935555721,0.000380641103784
-0.00638764563092,-0.530728417825,309,7.71358857772,166.016693483,0.0032499834978
-0.00628390044986,-0.555954020252,310,7.73517106248,166.099153995,0.00480691552543
-0.00617374246353,-0.578655028707,311,7.75674104391,166.185930568,0.00510700422604
-0.00608144193726,-0.596339088289,312,7.77829859148,166.279996945,0.00428158750392
-0.00600978611503,-0.604983404936,313,7.7998437763,166.383633688,0.00332583929208
-0.00595110291238,-0.604591393137,314,7.82137668516,166.494014408,0.0027252798509
-0.00589765289197,-0.597461733597,315,7.84289741174,166.606021054,0.00248365315257
-0.00584171337605,-0.585895450152,316,7.86440604594,166.714547578,0.0026007934947
-0.00577795218355,-0.573881891973,317,7.88590267344,166.814518478,0.0029661021241
-0.00570796407351,-0.567658751611,318,7.90738728596,166.903531054,0.00325759238046
-0.00563479890244,-0.567519697709,319,7.92885963605,166.985997705,0.00340741328996
-0.00556154584871,-0.572657724406,320,7.95031943951,167.067396548,0.00341350068243
-0.00549123711378,-0.582154412257,321,7.97176641765,167.153169896,0.00327825833853
-0.00542524444332,-0.59127731383,322,7.99320032541,167.248538567,0.00307889122246
-0.00536230013722,-0.595479873293,323,8.01462165888,167.353828803,0.00293839345604
-0.00530031614584,-0.594933318148,324,8.03603166773,167.464390834,0.00289509415031
-0.00523727785288,-0.590045187812,325,8.05743164838,167.575362348,0.00294571728772
-0.00517121304269,-0.581670063434,326,8.07882292985,167.681906806,0.00308839890129
-0.00510134031041,-0.573977227802,327,8.10020609826,167.779844704,0.00326765103028
-0.00503225980498,-0.568643355343,328,8.12157659335,167.869490198,0.00323251778402
-0.00497106040418,-0.565463524078,329,8.14292771243,167.953047997,0.00286633223208
-0.0049246983033,-0.564224264221,330,8.164253319,168.032723395,0.00217401088848
-0.00489884691448,-0.564699898626,331,8.1855478894,168.11071527,0.00121398968484
-0.00488960609862,-0.566693362432,332,8.20681316339,168.189133884,0.000434549578824
-0.00487398302818,-0.57023291312,333,8.22807015768,168.269854184,0.000734961407312
-0.00483120385191,-0.575393426652,334,8.2493442363,168.354728426,0.00201085917913
-0.00473507351303,-0.582095046238,335,8.27066982466,168.445733124,0.00450774615267
-0.0045507549403,-0.588035118643,336,8.29208413728,168.544813771,0.00860726076297
-0.00427902857239,-0.59036970896,337,8.31358018059,168.651173644,0.0126407620214
-0.00397123242758,-0.589197950384,338,8.33509941274,168.760819411,0.0143033051868
-0.00367359343951,-0.584778105265,339,8.35658715758,168.869621315,0.0138515693637
-0.0034134510896,-0.577526745605,340,8.37800799773,168.973574692,0.0121443579279
-0.00321868012352,-0.570838857752,341,8.3993346471,169.069228348,0.00913275042092
-0.00308631550259,-0.566406517996,342,8.42057663878,169.157265199,0.00623127166847
-0.00299752725225,-0.564023451559,343,8.44176075486,169.240303205,0.00419126528617
-0.00293576279286,-0.563517123122,344,8.46291378935,169.320906192,0.00291988647911
